date,amount,type,counterparty,note
2024-05-01,4520000,inflow,东莞市物联网品牌客户,月末结款
2024-05-02,3790000,outflow,东莞市设备维保,出口押汇偿还
2024-05-06,6000,fee,工商登记费,工本费
2024-05-07,4530000,outflow,东莞市物业服务,出口押汇偿还
2024-05-12,3870000,inflow,东莞市政企项目回款,合同结款
2024-05-20,3570000,inflow,东莞市政企项目回款,结算款
2024-05-21,4940000,outflow,东莞市物联网原料供应,设备采购付款
2024-05-23,12400000,inflow,东莞市小额客户回款,订单回款
2024-05-24,4020000,inflow,东莞市集成商采购,销售回款
2024-05-25,2570000,outflow,东莞市包装制品,运营费用
2024-05-28,5100000,outflow,东莞市设备维保,供应商货款
2024-06-07,3700000,inflow,东莞市物联网品牌客户,合同结款
2024-06-08,2090000,outflow,东莞市物流运输有限公司,供应商货款
2024-06-11,2890000,outflow,东莞市物业服务,外协加工
2024-06-12,3770000,inflow,东莞市政企项目回款,货款回款
2024-06-15,3370000,inflow,东莞市集成商采购,销售回款
2024-06-17,3280000,inflow,东莞市政企项目回款,结算款
2024-06-18,2590000,inflow,东莞市集成商采购,月末结款
2024-06-20,5800000,outflow,东莞市物业服务,工资发放
2024-06-21,4410000,inflow,东莞市政企项目回款,月末结款
2024-06-23,3510000,outflow,东莞市自来水公司,供应商货款
2024-06-30,2910000,inflow,东莞市物联网品牌客户,项目回款
2024-07-02,2420000,inflow,东莞市政企项目回款,月末结款
2024-07-05,2340000,inflow,东莞市集成商采购,订单回款
2024-07-07,2880000,inflow,东莞市零售客户结算,销售回款
2024-07-09,2680000,inflow,东莞市集成商采购,销售回款
2024-07-11,3070000,inflow,东莞市政企项目回款,工程款回款
2024-07-12,4720000,outflow,东莞市物业服务,原料采购付款
2024-07-13,1960000,inflow,东莞市集成商采购,订单回款
2024-07-18,5300000,outflow,东莞市物流运输有限公司,物流运费
2024-07-23,2660000,outflow,东莞市包装制品,出口押汇偿还
2024-07-25,5300000,outflow,东莞市自来水公司,工资发放
2024-07-29,2530000,inflow,东莞市政企项目回款,货款回款
2024-07-30,3160000,inflow,东莞市集成商采购,销售回款
2024-08-02,3420000,inflow,东莞市线上订单结算,项目回款
2024-08-03,2230000,outflow,东莞市设备维保,供应商货款
2024-08-04,3000,fee,东莞市物业服务,公共事业
2024-08-05,2110000,inflow,东莞市物联网品牌客户,项目回款
2024-08-06,4250000,outflow,东莞市物流运输有限公司,设备采购付款
2024-08-13,3660000,inflow,东莞市政企项目回款,月末结款
2024-08-14,1980000,inflow,东莞市集成商采购,货款回款
2024-08-18,5400000,outflow,东莞市外协加工,工资发放
2024-08-21,2520000,inflow,东莞市物联网品牌客户,销售回款
2024-08-24,3770000,outflow,东莞市物流运输有限公司,设备采购付款
2024-08-27,2490000,inflow,东莞市集成商采购,合同结款
2024-08-29,2700000,inflow,东莞市政企项目回款,货款回款
2024-08-30,2160000,inflow,东莞市集成商采购,销售回款
2024-08-31,2690000,inflow,东莞市政企项目回款,结算款
2024-09-01,1560000,inflow,东莞市政企项目回款,货款回款
2024-09-02,2980000,outflow,东莞市自来水公司,房租水电
2024-09-03,3730000,outflow,东莞市物业服务,外协加工
2024-09-05,2230000,outflow,东莞市自来水公司,物流运费
2024-09-06,1810000,inflow,东莞市政企项目回款,合同结款
2024-09-07,1960000,inflow,东莞市政企项目回款,月末结款
2024-09-10,2520000,outflow,东莞市设备维保,供应商货款
2024-09-13,4240000,inflow,东莞市线上订单结算,月末结款
2024-09-14,1690000,inflow,东莞市政企项目回款,销售回款
2024-09-15,11300,fee,东莞市税务局,手续费
2024-09-18,2550000,inflow,东莞市集成商采购,合同结款
2024-09-19,2180000,outflow,东莞市设备维保,外协加工
2024-09-21,2050000,inflow,东莞市物联网品牌客户,结算款
2024-09-22,1670000,inflow,东莞市政企项目回款,结算款
2024-09-23,2610000,inflow,东莞市集成商采购,订单回款
2024-09-26,3320000,outflow,东莞市自来水公司,供应商货款
2024-10-03,3230000,inflow,东莞市集成商采购,项目回款
2024-10-05,1660000,inflow,东莞市线上订单结算,订单回款
2024-10-07,2160000,inflow,东莞市物联网品牌客户,结算款
2024-10-11,2890000,inflow,东莞市物联网品牌客户,项目回款
2024-10-12,11300,fee,东莞市自来水公司,工本费
2024-10-13,2850000,outflow,东莞市物联网原料供应,税费缴纳
2024-10-17,2320000,outflow,东莞市外协加工,运营费用
2024-10-18,2320000,inflow,东莞市物联网品牌客户,销售回款
