date,amount,type,counterparty,note
2024-05-01,243000,inflow,杭州市在线预订平台结算,销售回款
2024-05-04,149000,outflow,杭州市自来水公司,运营费用
2024-05-07,202000,outflow,杭州市广告设计,外协加工
2024-05-12,206000,inflow,杭州市会议活动回款,工程款回款
2024-05-14,256000,inflow,杭州市会议活动回款,结算款
2024-05-18,5500,fee,杭州市物业服务,税费
2024-05-20,9100,fee,杭州市物业服务,手续费
2024-05-22,51000,inflow,杭州市小额客户回款,工程款回款
2024-05-23,147000,outflow,杭州市设备维保,供应商货款
2024-05-27,171000,outflow,杭州市广告设计,出口押汇偿还
2024-05-29,65000,inflow,杭州市线上订单结算,项目回款
2024-05-31,76000,outflow,杭州市自来水公司,原料采购付款
2024-06-04,467000,outflow,杭州市物流运输有限公司,设备采购付款
2024-06-06,185000,inflow,杭州市在线预订平台结算,工程款回款
2024-06-10,179000,inflow,杭州市在线预订平台结算,销售回款
2024-06-12,129000,inflow,杭州市企业客户结算,结算款
2024-06-13,415000,outflow,杭州市自来水公司,出口押汇偿还
2024-06-17,6600,fee,杭州市物业服务,税费
2024-06-26,119000,inflow,杭州市企业客户结算,项目回款
2024-06-28,363000,inflow,杭州市线上订单结算,销售回款
2024-06-30,8800,fee,杭州市自来水公司,公共事业
2024-07-02,199000,outflow,杭州市包装制品,房租水电
2024-07-05,192000,outflow,杭州市外协加工,运营费用
2024-07-16,311000,inflow,杭州市零售客户结算,月末结款
2024-07-17,14000,fee,杭州市税务局,工本费
2024-07-20,232000,outflow,杭州市物流运输有限公司,房租水电
2024-07-21,383000,inflow,杭州市会议活动回款,销售回款
2024-07-27,7700,fee,杭州市自来水公司,公共事业
2024-07-30,291000,inflow,杭州市在线预订平台结算,工程款回款
2024-08-01,342000,inflow,杭州市在线预订平台结算,工程款回款
2024-08-02,101000,outflow,杭州市物流运输有限公司,物流运费
2024-08-03,256000,outflow,杭州市包装制品,工资发放
2024-08-07,110000,outflow,杭州市商旅酒店原料供应,运营费用
2024-08-09,115000,inflow,杭州市企业客户结算,结算款
2024-08-15,115000,inflow,杭州市会议活动回款,货款回款
2024-08-17,405000,inflow,杭州市会议活动回款,工程款回款
2024-08-24,253000,outflow,杭州市包装制品,原料采购付款
2024-09-01,71000,inflow,杭州市在线预订平台结算,结算款
2024-09-04,196000,inflow,杭州市在线预订平台结算,订单回款
2024-09-06,75000,inflow,杭州市会议活动回款,项目回款
