date,amount,type,counterparty,note
2024-05-01,7500000,inflow,惠州市连锁零售客户,项目回款
2024-05-02,7600000,inflow,惠州市商超集采,合同结款
2024-05-03,7500000,outflow,惠州市自来水公司,运营费用
2024-05-05,8100000,inflow,惠州市连锁零售客户,货款回款
2024-05-06,26500000,inflow,惠州市小额客户回款,销售回款
2024-05-07,7600000,inflow,惠州市连锁零售客户,货款回款
2024-05-11,6400000,inflow,惠州市电商平台结算,合同结款
2024-05-13,5600000,inflow,惠州市电商平台结算,销售回款
2024-05-14,15300000,outflow,惠州市消费品贸易原料供应,运营费用
2024-05-16,6000000,inflow,惠州市连锁零售客户,月末结款
2024-05-17,7000000,inflow,惠州市连锁零售客户,订单回款
2024-05-19,15400000,outflow,惠州市包装制品,运营费用
2024-05-20,6700000,inflow,惠州市商超集采,月末结款
2024-05-26,10400000,outflow,惠州市自来水公司,工资发放
2024-05-27,8700000,outflow,惠州市外协加工,运营费用
2024-05-29,5200000,inflow,惠州市电商平台结算,货款回款
2024-05-30,5600000,inflow,惠州市电商平台结算,工程款回款
2024-05-31,14200000,outflow,惠州市自来水公司,供应商货款
2024-06-03,17300000,outflow,惠州市自来水公司,设备采购付款
2024-06-04,6200000,inflow,惠州市电商平台结算,销售回款
2024-06-07,14700,fee,惠州市物业服务,税费
2024-06-09,15500000,outflow,惠州市外协加工,出口押汇偿还
2024-06-10,5900000,inflow,惠州市电商平台结算,订单回款
2024-06-12,6900000,inflow,惠州市商超集采,销售回款
2024-06-15,27500000,inflow,惠州市零售客户结算,货款回款
2024-06-16,5100000,inflow,惠州市商超集采,货款回款
2024-06-19,6100000,inflow,惠州市商超集采,订单回款
2024-06-20,6300000,inflow,惠州市商超集采,销售回款
2024-06-21,10700000,outflow,惠州市包装制品,原料采购付款
2024-06-22,11300000,outflow,惠州市消费品贸易原料供应,外协加工
2024-06-23,7800000,inflow,惠州市连锁零售客户,合同结款
2024-06-25,10700000,outflow,惠州市快递服务,原料采购付款
2024-06-26,16000000,outflow,惠州市设备维保,供应商货款
2024-06-27,7300000,inflow,惠州市电商平台结算,项目回款
2024-06-28,15200000,outflow,惠州市自来水公司,出口押汇偿还
2024-06-29,7500000,inflow,惠州市电商平台结算,货款回款
2024-06-30,5300000,inflow,惠州市连锁零售客户,订单回款
2024-07-02,14300,fee,惠州市社保中心,工本费
2024-07-05,8300000,outflow,惠州市物流运输有限公司,物流运费
2024-07-06,6600000,inflow,惠州市商超集采,项目回款
2024-07-08,5500000,outflow,惠州市快递服务,供应商货款
2024-07-09,10300000,outflow,惠州市物流运输有限公司,物流运费
2024-07-10,7300000,inflow,惠州市连锁零售客户,销售回款
2024-07-11,6900000,inflow,惠州市连锁零售客户,销售回款
2024-07-13,10900000,outflow,惠州市物流运输有限公司,外协加工
2024-07-14,19600000,inflow,惠州市商超集采,货款回款
2024-07-15,5700000,outflow,惠州市快递服务,外协加工
2024-07-16,8300000,inflow,惠州市连锁零售客户,合同结款
2024-07-17,8800000,inflow,惠州市电商平台结算,月末结款
2024-07-18,4200000,outflow,惠州市快递服务,物流运费
2024-07-23,8900000,inflow,惠州市连锁零售客户,月末结款
2024-07-26,8500000,inflow,惠州市商超集采,工程款回款
2024-07-27,5600000,inflow,惠州市连锁零售客户,月末结款
2024-07-30,9500000,outflow,惠州市设备维保,物流运费
2024-07-31,9200000,outflow,惠州市快递服务,原料采购付款
2024-08-04,9800000,inflow,惠州市商超集采,月末结款
2024-08-05,10500000,outflow,惠州市外协加工,设备采购付款
2024-08-06,6700000,outflow,惠州市包装制品,供应商货款
2024-08-07,7700000,inflow,惠州市连锁零售客户,月末结款
2024-08-09,13100000,outflow,惠州市快递服务,出口押汇偿还
2024-08-11,7600000,inflow,惠州市商超集采,项目回款
2024-08-12,6500000,inflow,惠州市商超集采,结算款
2024-08-13,1700,fee,惠州市物业服务,税费
2024-08-14,5600000,inflow,惠州市电商平台结算,月末结款
2024-08-15,13100000,inflow,惠州市连锁零售客户,订单回款
2024-08-17,8300,fee,惠州市自来水公司,手续费
2024-08-18,9000000,inflow,惠州市连锁零售客户,月末结款
2024-08-20,9000000,inflow,惠州市连锁零售客户,货款回款
2024-08-21,17400000,outflow,惠州市包装制品,原料采购付款
2024-08-22,6500000,inflow,惠州市连锁零售客户,订单回款
2024-08-23,6000000,outflow,惠州市消费品贸易原料供应,外协加工
2024-08-26,9800000,inflow,惠州市商超集采,结算款
2024-08-27,7400000,outflow,惠州市设备维保,运营费用
2024-08-29,9500000,inflow,惠州市连锁零售客户,项目回款
2024-09-03,5800000,inflow,惠州市电商平台结算,合同结款
2024-09-04,19300000,inflow,惠州市线上订单结算,订单回款
2024-09-05,11600,fee,惠州市社保中心,税费
2024-09-06,11800000,outflow,惠州市外协加工,出口押汇偿还
2024-09-07,14700,fee,工商登记费,公共事业
2024-09-09,4740000,outflow,惠州市快递服务,房租水电
2024-09-13,7500000,inflow,惠州市电商平台结算,订单回款
2024-09-14,5500000,inflow,惠州市商超集采,项目回款
2024-09-15,6100000,inflow,惠州市连锁零售客户,月末结款
2024-09-16,12600000,outflow,惠州市快递服务,工资发放
2024-09-17,7600000,inflow,惠州市连锁零售客户,销售回款
2024-09-18,4580000,inflow,惠州市商超集采,工程款回款
2024-09-19,6200000,inflow,惠州市连锁零售客户,销售回款
2024-09-21,9100000,outflow,惠州市外协加工,运营费用
2024-09-23,5400000,outflow,惠州市物流运输有限公司,工资发放
2024-09-24,6400000,inflow,惠州市商超集采,结算款
2024-09-25,7100000,inflow,惠州市商超集采,合同结款
2024-09-26,9600000,outflow,惠州市消费品贸易原料供应,运营费用
2024-09-28,12400000,outflow,惠州市消费品贸易原料供应,工资发放
2024-09-29,4650000,inflow,惠州市商超集采,销售回款
2024-09-30,9100000,outflow,惠州市自来水公司,税费缴纳
2024-10-01,14500000,inflow,惠州市商超集采,订单回款
2024-10-05,6900000,inflow,惠州市零售客户结算,订单回款
2024-10-08,9900000,inflow,惠州市商超集采,工程款回款
2024-10-09,12400000,outflow,惠州市消费品贸易原料供应,工资发放
2024-10-11,13800000,outflow,惠州市设备维保,工资发放
2024-10-14,10700000,outflow,惠州市外协加工,出口押汇偿还
2024-10-16,12100000,inflow,惠州市连锁零售客户,货款回款
2024-10-17,11000000,inflow,惠州市商超集采,订单回款
2024-10-19,900,fee,惠州市税务局,手续费
2024-10-20,9600000,inflow,惠州市小额客户回款,合同结款
2024-10-22,11400000,inflow,惠州市商超集采,结算款
2024-10-23,15400000,outflow,惠州市外协加工,设备采购付款
2024-10-25,8200000,outflow,惠州市包装制品,房租水电
2024-10-28,13000000,inflow,惠州市连锁零售客户,月末结款
2024-11-01,18700000,outflow,惠州市外协加工,供应商货款
2024-11-03,6700000,inflow,惠州市连锁零售客户,销售回款
2024-11-04,7600000,inflow,惠州市商超集采,货款回款
2024-11-05,5400000,inflow,惠州市连锁零售客户,工程款回款
2024-11-07,5300000,inflow,惠州市商超集采,工程款回款
2024-11-08,41100000,inflow,惠州市连锁零售客户,销售回款
2024-11-09,6400000,inflow,惠州市电商平台结算,项目回款
2024-11-10,13100000,outflow,惠州市包装制品,工资发放
2024-11-11,3800,fee,银行手续费,公共事业
2024-11-12,19700000,outflow,惠州市设备维保,运营费用
2024-11-13,7600000,inflow,惠州市电商平台结算,货款回款
2024-11-14,7600000,inflow,惠州市商超集采,货款回款
2024-11-15,4960000,inflow,惠州市商超集采,合同结款
2024-11-19,16100000,outflow,惠州市包装制品,运营费用
2024-11-20,18600000,outflow,惠州市物流运输有限公司,原料采购付款
2024-11-22,8600000,inflow,惠州市连锁零售客户,合同结款
2024-11-25,5100000,inflow,惠州市连锁零售客户,项目回款
2024-11-27,15000000,outflow,惠州市包装制品,设备采购付款
2024-11-28,7200000,inflow,惠州市商超集采,月末结款
2024-12-01,8900000,outflow,惠州市外协加工,运营费用
2024-12-02,11800000,inflow,惠州市电商平台结算,货款回款
2024-12-05,8900000,outflow,惠州市物流运输有限公司,设备采购付款
2024-12-06,7700000,inflow,惠州市电商平台结算,订单回款
2024-12-10,8200000,inflow,惠州市商超集采,结算款
2024-12-11,12000000,inflow,惠州市线上订单结算,项目回款
2024-12-12,8300000,outflow,惠州市设备维保,出口押汇偿还
2024-12-13,6100000,outflow,惠州市自来水公司,房租水电
2024-12-15,7400000,inflow,惠州市连锁零售客户,月末结款
2024-12-18,7700000,inflow,惠州市商超集采,工程款回款
2024-12-20,11200000,inflow,惠州市电商平台结算,货款回款
2024-12-21,8700000,outflow,惠州市包装制品,物流运费
2024-12-22,12000000,outflow,惠州市消费品贸易原料供应,物流运费
2024-12-24,2900,fee,惠州市物业服务,公共事业
2024-12-25,8200000,inflow,惠州市连锁零售客户,工程款回款
2024-12-26,7900000,outflow,惠州市消费品贸易原料供应,出口押汇偿还
2024-12-28,10900000,outflow,惠州市快递服务,工资发放
2024-12-29,11900000,inflow,惠州市商超集采,订单回款
2024-12-30,12100000,outflow,惠州市包装制品,出口押汇偿还
2025-01-01,8700000,inflow,惠州市商超集采,结算款
2025-01-03,6500000,inflow,惠州市商超集采,结算款
2025-01-04,8000000,inflow,惠州市商超集采,合同结款
2025-01-06,10600000,inflow,惠州市零售客户结算,订单回款
2025-01-07,8200000,inflow,惠州市电商平台结算,结算款
2025-01-08,13300000,outflow,惠州市快递服务,原料采购付款
2025-01-14,17200000,outflow,惠州市物流运输有限公司,外协加工
2025-01-17,8300000,inflow,惠州市商超集采,订单回款
2025-01-19,10400000,inflow,惠州市电商平台结算,销售回款
2025-01-24,8400000,outflow,惠州市设备维保,物流运费
2025-01-25,7400000,inflow,惠州市连锁零售客户,货款回款
2025-01-26,9900000,outflow,惠州市自来水公司,原料采购付款
2025-01-29,12800000,outflow,惠州市自来水公司,原料采购付款
2025-02-01,5300000,inflow,惠州市连锁零售客户,订单回款
2025-02-02,9800000,inflow,惠州市连锁零售客户,销售回款
2025-02-03,4210000,inflow,惠州市商超集采,项目回款
2025-02-05,4550000,inflow,惠州市商超集采,订单回款
2025-02-06,4710000,inflow,惠州市商超集采,月末结款
2025-02-07,12000000,outflow,惠州市消费品贸易原料供应,设备采购付款
2025-02-09,3610000,inflow,惠州市商超集采,合同结款
2025-02-10,3350000,inflow,惠州市电商平台结算,销售回款
2025-02-11,4600000,inflow,惠州市电商平台结算,订单回款
2025-02-12,3130000,inflow,惠州市商超集采,合同结款
2025-02-15,6600000,outflow,惠州市自来水公司,外协加工
2025-02-16,4580000,inflow,惠州市商超集采,结算款
2025-02-17,6900000,outflow,惠州市消费品贸易原料供应,物流运费
2025-02-20,12300000,inflow,惠州市线上订单结算,货款回款
2025-02-21,6700,fee,银行手续费,公共事业
2025-02-22,11200000,outflow,惠州市包装制品,房租水电
2025-02-23,14300000,outflow,惠州市物流运输有限公司,房租水电
2025-02-24,11100,fee,惠州市物业服务,公共事业
2025-02-25,5400000,inflow,惠州市电商平台结算,月末结款
2025-03-01,12200000,outflow,惠州市快递服务,供应商货款
2025-03-02,13100000,inflow,惠州市商超集采,工程款回款
2025-03-03,9800000,outflow,惠州市快递服务,税费缴纳
2025-03-04,10800000,inflow,惠州市电商平台结算,项目回款
2025-03-06,8000000,outflow,惠州市外协加工,供应商货款
2025-03-07,7000000,outflow,惠州市自来水公司,物流运费
2025-03-09,11600000,inflow,惠州市电商平台结算,销售回款
2025-03-10,8500000,inflow,惠州市连锁零售客户,合同结款
2025-03-12,8400000,inflow,惠州市电商平台结算,结算款
2025-03-13,9700000,inflow,惠州市商超集采,工程款回款
2025-03-17,10100000,outflow,惠州市外协加工,税费缴纳
2025-03-18,5200000,inflow,惠州市连锁零售客户,订单回款
2025-03-19,6500000,outflow,惠州市快递服务,工资发放
2025-03-21,5500000,outflow,惠州市设备维保,原料采购付款
2025-03-23,12200,fee,银行手续费,税费
2025-03-26,11400000,inflow,惠州市商超集采,合同结款
2025-03-28,8200000,outflow,惠州市物流运输有限公司,物流运费
2025-03-29,12700000,inflow,惠州市连锁零售客户,月末结款
2025-03-30,10800000,inflow,惠州市连锁零售客户,合同结款
2025-03-31,7400000,outflow,惠州市消费品贸易原料供应,出口押汇偿还
2025-04-01,8100000,inflow,惠州市商超集采,货款回款
2025-04-02,6500000,inflow,惠州市电商平台结算,工程款回款
2025-04-03,10500000,inflow,惠州市电商平台结算,结算款
2025-04-04,8000000,inflow,惠州市商超集采,月末结款
2025-04-05,4100,fee,惠州市自来水公司,税费
2025-04-08,8400000,inflow,惠州市连锁零售客户,项目回款
2025-04-12,10700000,outflow,惠州市外协加工,工资发放
2025-04-14,7200000,outflow,惠州市外协加工,运营费用
2025-04-16,16400000,outflow,惠州市快递服务,物流运费
2025-04-17,3900,fee,银行手续费,手续费
2025-04-19,18000000,outflow,惠州市外协加工,供应商货款
2025-04-20,8300000,inflow,惠州市连锁零售客户,订单回款
2025-04-22,14800000,inflow,惠州市线上订单结算,结算款
2025-04-23,10700000,inflow,惠州市电商平台结算,订单回款
2025-04-25,9000000,inflow,惠州市商超集采,订单回款
2025-04-27,9500000,outflow,惠州市物流运输有限公司,房租水电
2025-04-28,18700000,outflow,惠州市消费品贸易原料供应,原料采购付款
2025-04-30,11100000,inflow,惠州市连锁零售客户,月末结款
2025-05-01,12500000,inflow,惠州市电商平台结算,货款回款
2025-05-02,7600000,outflow,惠州市自来水公司,运营费用
2025-05-06,16000000,inflow,惠州市商超集采,工程款回款
2025-05-07,7700000,outflow,惠州市设备维保,供应商货款
2025-05-13,10200000,outflow,惠州市快递服务,出口押汇偿还
2025-05-15,5900000,outflow,惠州市物流运输有限公司,房租水电
2025-05-17,4890000,outflow,惠州市自来水公司,出口押汇偿还
2025-05-18,11200000,inflow,惠州市商超集采,货款回款
2025-05-19,6800000,inflow,惠州市线上订单结算,合同结款
2025-05-20,5500000,outflow,惠州市消费品贸易原料供应,设备采购付款
2025-05-22,4820000,outflow,惠州市设备维保,外协加工
2025-05-23,9300000,inflow,惠州市连锁零售客户,工程款回款
2025-05-25,6900,fee,惠州市物业服务,手续费
2025-05-27,10700000,outflow,惠州市消费品贸易原料供应,外协加工
2025-05-28,7500000,outflow,惠州市自来水公司,外协加工
2025-05-29,16100000,inflow,惠州市商超集采,销售回款
2025-05-31,12200000,inflow,惠州市商超集采,结算款
2025-06-02,12300000,inflow,惠州市电商平台结算,合同结款
2025-06-03,15500000,inflow,惠州市连锁零售客户,工程款回款
2025-06-07,9300000,outflow,惠州市自来水公司,房租水电
2025-06-08,15200000,inflow,惠州市商超集采,工程款回款
2025-06-10,19000000,outflow,惠州市物流运输有限公司,设备采购付款
2025-06-11,10500000,inflow,惠州市电商平台结算,销售回款
2025-06-12,10300,fee,惠州市电力公司,手续费
2025-06-15,15600000,inflow,惠州市连锁零售客户,订单回款
2025-06-19,14000000,outflow,惠州市外协加工,税费缴纳
2025-06-21,13500000,inflow,惠州市商超集采,合同结款
2025-06-22,12800000,outflow,惠州市消费品贸易原料供应,运营费用
2025-06-23,9000,fee,惠州市税务局,公共事业
2025-06-24,14000000,inflow,惠州市连锁零售客户,工程款回款
2025-06-25,12200000,outflow,惠州市包装制品,外协加工
2025-06-28,15300000,inflow,惠州市线上订单结算,货款回款
2025-07-04,10000000,outflow,惠州市消费品贸易原料供应,物流运费
2025-07-06,10500000,outflow,惠州市快递服务,运营费用
2025-07-07,10800000,outflow,惠州市消费品贸易原料供应,设备采购付款
2025-07-08,7100000,inflow,惠州市商超集采,项目回款
2025-07-09,8800000,outflow,惠州市物流运输有限公司,外协加工
2025-07-16,6700000,inflow,惠州市商超集采,订单回款
2025-07-17,9600000,outflow,惠州市物流运输有限公司,出口押汇偿还
2025-07-18,8100000,inflow,惠州市商超集采,合同结款
2025-07-19,8000000,outflow,惠州市消费品贸易原料供应,设备采购付款
2025-07-20,3850000,outflow,惠州市快递服务,外协加工
2025-07-21,6000000,inflow,惠州市商超集采,结算款
2025-07-22,7500000,outflow,惠州市自来水公司,工资发放
2025-07-25,9100000,inflow,惠州市连锁零售客户,项目回款
2025-07-26,10200000,inflow,惠州市电商平台结算,项目回款
2025-07-27,7700000,inflow,惠州市电商平台结算,工程款回款
2025-07-28,12000,fee,工商登记费,公共事业
2025-07-29,4020000,outflow,惠州市自来水公司,外协加工
2025-07-30,10300000,inflow,惠州市小额客户回款,销售回款
2025-07-31,11000000,inflow,惠州市商超集采,合同结款
2025-08-01,20800000,inflow,惠州市零售客户结算,销售回款
2025-08-03,8000000,inflow,惠州市商超集采,项目回款
2025-08-05,11200000,outflow,惠州市自来水公司,工资发放
2025-08-06,10200000,inflow,惠州市电商平台结算,销售回款
2025-08-07,12900000,outflow,惠州市包装制品,房租水电
2025-08-08,6500000,outflow,惠州市快递服务,运营费用
2025-08-09,12100000,outflow,惠州市消费品贸易原料供应,外协加工
2025-08-11,7600000,inflow,惠州市连锁零售客户,货款回款
2025-08-13,16400000,inflow,惠州市商超集采,工程款回款
2025-08-15,8900000,inflow,惠州市电商平台结算,项目回款
2025-08-20,9600000,outflow,惠州市包装制品,税费缴纳
2025-08-21,12300,fee,惠州市自来水公司,手续费
2025-08-22,5400000,outflow,惠州市设备维保,外协加工
2025-08-23,8800000,outflow,惠州市包装制品,设备采购付款
2025-08-24,12000000,inflow,惠州市连锁零售客户,订单回款
2025-08-26,10600000,outflow,惠州市外协加工,运营费用
2025-08-31,12500000,inflow,惠州市连锁零售客户,结算款
2025-09-02,7600000,inflow,惠州市电商平台结算,合同结款
2025-09-05,17800000,outflow,惠州市物流运输有限公司,外协加工
2025-09-06,19600000,inflow,惠州市零售客户结算,合同结款
2025-09-09,8300,fee,惠州市税务局,公共事业
2025-09-11,8300000,inflow,惠州市电商平台结算,月末结款
2025-09-13,17500000,outflow,惠州市快递服务,房租水电
2025-09-18,11300000,inflow,惠州市电商平台结算,销售回款
2025-09-19,8900000,inflow,惠州市电商平台结算,销售回款
2025-09-20,11500000,outflow,惠州市设备维保,设备采购付款
2025-09-22,20100000,outflow,惠州市消费品贸易原料供应,出口押汇偿还
2025-09-24,6900000,inflow,惠州市电商平台结算,月末结款
