date,amount,type,counterparty,note
2024-05-01,2360000,outflow,武汉市大宗商品贸易原料供应,运营费用
2024-05-02,2030000,inflow,武汉市电厂大宗采购,合同结款
2024-05-06,1570000,outflow,武汉市设备维保,物流运费
2024-05-08,2200000,inflow,武汉市能源集团结算,订单回款
2024-05-09,2300000,inflow,武汉市钢铁下游客户,货款回款
2024-05-11,1470000,inflow,武汉市钢铁下游客户,工程款回款
2024-05-17,2140000,outflow,武汉市电力公司,外协加工
2024-05-18,3700000,outflow,武汉市物流运输有限公司,供应商货款
2024-05-20,2520000,outflow,武汉市电力公司,房租水电
2024-05-21,7500000,inflow,武汉市零售客户结算,月末结款
2024-05-23,1950000,inflow,武汉市电厂大宗采购,货款回款
2024-05-26,2460000,inflow,武汉市钢铁下游客户,结算款
2024-06-03,2180000,inflow,武汉市钢铁下游客户,月末结款
2024-06-07,2350000,inflow,武汉市电厂大宗采购,结算款
2024-06-08,3220000,outflow,武汉市大宗商品贸易原料供应,出口押汇偿还
2024-06-11,1970000,outflow,武汉市包装制品,税费缴纳
2024-06-12,1820000,inflow,武汉市钢铁下游客户,结算款
2024-06-13,1810000,inflow,武汉市钢铁下游客户,货款回款
2024-06-14,2160000,outflow,武汉市大宗商品贸易原料供应,供应商货款
2024-06-16,2800000,outflow,武汉市快递服务,出口押汇偿还
2024-06-17,2370000,inflow,武汉市电厂大宗采购,月末结款
2024-06-19,2860000,outflow,武汉市物流运输有限公司,房租水电
2024-06-22,2020000,inflow,武汉市能源集团结算,工程款回款
2024-06-24,14800,fee,武汉市物业服务,手续费
2024-06-26,2350000,inflow,武汉市能源集团结算,月末结款
2024-06-27,3030000,inflow,武汉市能源集团结算,货款回款
2024-06-28,2220000,outflow,武汉市电力公司,税费缴纳
2024-06-29,8800,fee,武汉市社保中心,工本费
2024-06-30,2000000,inflow,武汉市能源集团结算,结算款
2024-07-05,4800,fee,武汉市社保中心,公共事业
2024-07-06,1700000,inflow,武汉市能源集团结算,月末结款
