date,amount,type,counterparty,note
2024-05-04,900000,outflow,无锡市设备维保,外协加工
2024-05-06,1600,fee,无锡市电力公司,税费
2024-05-07,830000,outflow,无锡市设备维保,外协加工
2024-05-08,900000,inflow,海外客户PayPal结算,合同结款
2024-05-09,1460000,inflow,海外客户信用证结算,销售回款
2024-05-11,820000,outflow,无锡市设备维保,原料采购付款
2024-05-12,1080000,inflow,无锡市零售客户结算,销售回款
2024-05-14,790000,outflow,无锡市外协加工,税费缴纳
2024-05-16,900000,inflow,无锡市跨境收款平台,合同结款
2024-05-20,710000,outflow,无锡市外协加工,税费缴纳
2024-05-21,930000,inflow,海外客户信用证结算,结算款
2024-05-25,1380000,inflow,海外客户PayPal结算,结算款
2024-05-28,1580000,inflow,无锡市跨境收款平台,货款回款
2024-05-29,710000,outflow,无锡市包装制品,运营费用
2024-05-31,660000,outflow,跨境电商协会会费,房租水电
2024-06-04,498000,outflow,无锡市物流运输有限公司,出口押汇偿还
2024-06-06,910000,inflow,海外客户信用证结算,合同结款
2024-06-09,810000,outflow,无锡市物流运输有限公司,出口押汇偿还
2024-06-14,830000,outflow,无锡市办公耗材,供应商货款
2024-06-15,1680000,inflow,海外客户信用证结算,项目回款
2024-06-16,425000,outflow,无锡市办公耗材,外协加工
2024-06-17,670000,inflow,海外客户PayPal结算,订单回款
2024-06-19,910000,inflow,无锡市跨境收款平台,工程款回款
2024-06-20,970000,inflow,无锡市跨境收款平台,合同结款
2024-06-22,730000,inflow,无锡市跨境收款平台,结算款
2024-06-23,990000,inflow,无锡市跨境收款平台,工程款回款
2024-06-25,1150000,outflow,无锡市跨境电商原料供应,原料采购付款
2024-06-27,880000,outflow,无锡市跨境电商原料供应,物流运费
2024-06-29,1140000,outflow,无锡市物流运输有限公司,物流运费
2024-06-30,670000,inflow,无锡市跨境收款平台,工程款回款
2024-07-01,1390000,outflow,无锡市设备维保,出口押汇偿还
2024-07-12,1350000,inflow,海外客户PayPal结算,订单回款
2024-07-14,1110000,inflow,无锡市跨境收款平台,销售回款
