date,amount,type,counterparty,note
2024-05-05,1350000,outflow,杭州市设备维保,房租水电
2024-05-06,990000,outflow,杭州市物流运输有限公司,外协加工
2024-05-07,1780000,outflow,杭州市外协加工,原料采购付款
2024-05-08,1080000,outflow,杭州市包装制品,运营费用
2024-05-09,1210000,inflow,杭州市线上订单结算,结算款
2024-05-10,1720000,inflow,杭州市新能源汽车客户,项目回款
2024-05-12,1490000,inflow,杭州市新能源汽车客户,项目回款
2024-05-14,2050000,outflow,杭州市包装制品,原料采购付款
2024-05-19,2620000,inflow,杭州市新能源汽车客户,结算款
2024-05-24,1220000,outflow,杭州市税务局,原料采购付款
2024-05-25,1880000,outflow,杭州市外协加工,出口押汇偿还
2024-05-26,1590000,inflow,杭州市整车厂采购部,合同结款
2024-05-28,2800000,inflow,杭州市新能源汽车客户,货款回款
2024-06-01,840000,inflow,杭州市汽车集团,合同结款
2024-06-03,1630000,inflow,杭州市整车厂采购部,货款回款
2024-06-08,1080000,outflow,杭州市税务局,税费缴纳
2024-06-10,1340000,inflow,杭州市整车厂采购部,工程款回款
2024-06-14,970000,inflow,杭州市新能源汽车客户,货款回款
2024-06-15,990000,inflow,杭州市整车厂采购部,工程款回款
2024-06-16,1270000,inflow,杭州市汽车集团,货款回款
2024-06-19,1020000,outflow,杭州市汽车零部件原料供应,工资发放
2024-06-22,920000,inflow,杭州市整车厂采购部,项目回款
2024-06-26,2010000,outflow,杭州市燃气服务,工资发放
2024-06-28,1250000,outflow,杭州市汽车零部件原料供应,税费缴纳
2024-06-29,2460000,outflow,杭州市税务局,设备采购付款
2024-06-30,1180000,inflow,杭州市整车厂采购部,销售回款
2024-07-01,2070000,inflow,杭州市整车厂采购部,货款回款
2024-07-04,14800,fee,工商登记费,手续费
2024-07-06,990000,inflow,杭州市零售客户结算,订单回款
2024-07-08,1770000,inflow,杭州市整车厂采购部,月末结款
2024-07-09,1810000,outflow,杭州市外协加工,供应商货款
2024-07-15,11400,fee,银行手续费,税费
2024-07-18,2140000,inflow,杭州市汽车集团,工程款回款
2024-07-19,1820000,inflow,杭州市汽车集团,工程款回款
2024-07-21,1380000,outflow,杭州市包装制品,工资发放
2024-07-23,2060000,inflow,杭州市新能源汽车客户,订单回款
2024-07-24,780000,outflow,杭州市包装制品,房租水电
2024-07-25,1630000,outflow,杭州市燃气服务,工资发放
2024-07-26,2120000,outflow,杭州市包装制品,外协加工
2024-07-27,1010000,outflow,杭州市汽车零部件原料供应,设备采购付款
2024-08-03,9000,fee,杭州市物业服务,手续费
2024-08-04,950000,outflow,杭州市税务局,税费缴纳
2024-08-08,2400000,outflow,杭州市燃气服务,出口押汇偿还
2024-08-10,2180000,inflow,杭州市整车厂采购部,合同结款
2024-08-12,1330000,outflow,杭州市外协加工,工资发放
2024-08-14,1580000,inflow,杭州市汽车集团,销售回款
2024-08-15,1680000,inflow,杭州市新能源汽车客户,项目回款
2024-08-21,1760000,inflow,杭州市小额客户回款,订单回款
2024-08-23,1490000,outflow,杭州市包装制品,出口押汇偿还
2024-08-24,2060000,inflow,杭州市新能源汽车客户,订单回款
2024-08-30,12000,fee,杭州市自来水公司,税费
2024-08-31,2470000,outflow,杭州市设备维保,出口押汇偿还
2024-09-03,1300000,outflow,杭州市税务局,设备采购付款
2024-09-04,1120000,outflow,杭州市外协加工,出口押汇偿还
2024-09-09,3810000,inflow,杭州市汽车集团,工程款回款
2024-09-10,1720000,inflow,杭州市新能源汽车客户,工程款回款
2024-09-11,730000,outflow,杭州市设备维保,外协加工
2024-09-12,3190000,inflow,杭州市整车厂采购部,销售回款
2024-09-13,1330000,outflow,杭州市汽车零部件原料供应,出口押汇偿还
2024-09-15,1500000,inflow,杭州市小额客户回款,合同结款
2024-09-18,840000,outflow,杭州市物流运输有限公司,物流运费
2024-09-24,2110000,outflow,杭州市物流运输有限公司,房租水电
2024-09-28,1850000,outflow,杭州市设备维保,设备采购付款
2024-09-29,8500,fee,杭州市社保中心,工本费
2024-09-30,3070000,inflow,杭州市汽车集团,月末结款
2024-10-05,1380000,inflow,杭州市整车厂采购部,项目回款
2024-10-09,1490000,inflow,杭州市汽车集团,订单回款
2024-10-10,1170000,inflow,杭州市新能源汽车客户,工程款回款
2024-10-11,2050000,outflow,杭州市设备维保,原料采购付款
2024-10-12,2610000,inflow,杭州市新能源汽车客户,月末结款
2024-10-15,3730000,outflow,杭州市外协加工,外协加工
2024-10-17,1590000,inflow,杭州市新能源汽车客户,货款回款
2024-10-18,1910000,outflow,杭州市税务局,运营费用
2024-10-21,5000,fee,杭州市税务局,工本费
2024-10-23,870000,inflow,杭州市新能源汽车客户,货款回款
2024-10-25,1370000,inflow,杭州市新能源汽车客户,工程款回款
2024-10-27,1180000,inflow,杭州市新能源汽车客户,合同结款
2024-10-28,1330000,inflow,杭州市新能源汽车客户,销售回款
2024-10-31,1870000,outflow,杭州市汽车零部件原料供应,供应商货款
2024-11-04,3010000,outflow,杭州市外协加工,原料采购付款
2024-11-07,2550000,inflow,杭州市整车厂采购部,项目回款
2024-11-09,2360000,inflow,杭州市零售客户结算,结算款
2024-11-14,2020000,inflow,杭州市汽车集团,项目回款
2024-11-15,2070000,inflow,杭州市整车厂采购部,项目回款
2024-11-16,3040000,outflow,杭州市物流运输有限公司,运营费用
2024-11-18,2010000,inflow,杭州市新能源汽车客户,工程款回款
2024-11-21,2340000,outflow,杭州市设备维保,税费缴纳
2024-11-25,2540000,outflow,杭州市外协加工,原料采购付款
