date,amount,type,counterparty,note
2024-05-01,1510000,inflow,青岛市餐饮集团客户,货款回款
2024-05-03,1210000,inflow,青岛市连锁商超采购,订单回款
2024-05-07,1870000,inflow,青岛市连锁商超采购,结算款
2024-05-09,2450000,outflow,青岛市包装制品,原料采购付款
2024-05-10,2460000,outflow,青岛市物流运输有限公司,外协加工
2024-05-11,2140000,inflow,青岛市连锁商超采购,月末结款
2024-05-18,2860000,outflow,青岛市外协加工,工资发放
2024-05-23,2120000,inflow,青岛市餐饮集团客户,结算款
2024-05-25,2520000,inflow,青岛市线上订单结算,月末结款
2024-05-29,1290000,inflow,青岛市零售客户结算,项目回款
2024-05-31,2760000,outflow,青岛市办公耗材,外协加工
2024-06-02,1820000,outflow,青岛市食品饮料原料供应,设备采购付款
2024-06-07,930000,outflow,青岛市差旅报销,设备采购付款
2024-06-14,1370000,outflow,青岛市办公耗材,外协加工
2024-06-16,3400,fee,青岛市自来水公司,公共事业
2024-06-17,2180000,inflow,青岛市电商平台结算,货款回款
2024-06-18,2520000,inflow,青岛市连锁商超采购,销售回款
2024-06-19,1670000,inflow,青岛市餐饮集团客户,月末结款
2024-06-22,1310000,outflow,青岛市食品饮料原料供应,设备采购付款
2024-06-23,1890000,outflow,青岛市办公耗材,原料采购付款
2024-06-24,2000000,inflow,青岛市餐饮集团客户,工程款回款
2024-06-25,1900000,outflow,青岛市差旅报销,设备采购付款
2024-06-27,1550000,inflow,青岛市餐饮集团客户,工程款回款
2024-06-28,1430000,inflow,青岛市餐饮集团客户,销售回款
2024-07-01,1720000,outflow,青岛市包装制品,出口押汇偿还
2024-07-07,1500000,inflow,青岛市电商平台结算,订单回款
2024-07-11,1390000,outflow,青岛市物流运输有限公司,工资发放
2024-07-14,11100,fee,青岛市社保中心,手续费
2024-07-15,1460000,outflow,青岛市办公耗材,物流运费
2024-07-16,2030000,inflow,青岛市电商平台结算,订单回款
2024-07-17,1050000,outflow,青岛市外协加工,设备采购付款
2024-07-18,2010000,inflow,青岛市餐饮集团客户,货款回款
2024-07-20,1790000,outflow,青岛市物流运输有限公司,原料采购付款
2024-07-22,1770000,outflow,青岛市包装制品,运营费用
2024-07-24,2130000,inflow,青岛市连锁商超采购,月末结款
2024-07-29,3100000,inflow,青岛市小额客户回款,项目回款
2024-08-06,1860000,inflow,青岛市电商平台结算,项目回款
2024-08-08,2600000,inflow,青岛市餐饮集团客户,订单回款
2024-08-09,1080000,outflow,青岛市设备维保,税费缴纳
2024-08-11,1840000,inflow,青岛市零售客户结算,结算款
2024-08-14,1980000,outflow,青岛市外协加工,物流运费
2024-08-15,10100,fee,青岛市自来水公司,公共事业
2024-08-16,2850000,inflow,青岛市电商平台结算,结算款
2024-08-18,1730000,outflow,青岛市办公耗材,供应商货款
2024-08-19,1830000,outflow,青岛市差旅报销,设备采购付款
2024-08-23,1610000,outflow,青岛市包装制品,出口押汇偿还
2024-08-25,2480000,inflow,青岛市餐饮集团客户,销售回款
2024-08-28,1230000,outflow,青岛市外协加工,工资发放
2024-08-29,8900,fee,青岛市物业服务,税费
2024-09-01,1200000,inflow,青岛市餐饮集团客户,结算款
2024-09-02,1540000,outflow,青岛市办公耗材,房租水电
2024-09-03,1260000,outflow,青岛市食品饮料原料供应,设备采购付款
2024-09-05,1250000,inflow,青岛市餐饮集团客户,货款回款
2024-09-06,930000,inflow,青岛市餐饮集团客户,订单回款
2024-09-10,850000,outflow,青岛市包装制品,税费缴纳
2024-09-12,4620000,inflow,青岛市电商平台结算,工程款回款
2024-09-13,1000000,inflow,青岛市餐饮集团客户,货款回款
2024-09-14,1140000,inflow,青岛市连锁商超采购,订单回款
2024-09-17,1230000,outflow,青岛市差旅报销,出口押汇偿还
2024-09-18,1520000,outflow,青岛市包装制品,工资发放
2024-09-19,760000,inflow,青岛市电商平台结算,结算款
2024-09-22,1200000,inflow,青岛市餐饮集团客户,工程款回款
2024-09-25,950000,inflow,青岛市电商平台结算,合同结款
2024-09-29,1160000,outflow,青岛市外协加工,供应商货款
2024-09-30,720000,outflow,青岛市外协加工,供应商货款
2024-10-03,1620000,outflow,青岛市包装制品,出口押汇偿还
2024-10-05,2350000,inflow,青岛市连锁商超采购,月末结款
