date,amount,type,counterparty,note
2024-05-01,1710000,outflow,西安市物流运输有限公司,税费缴纳
2024-05-02,4080000,inflow,西安市快递总部结算,货款回款
2024-05-03,4430000,inflow,西安市快递总部结算,货款回款
2024-05-04,4800000,outflow,西安市公路运输原料供应,税费缴纳
2024-05-05,1910000,outflow,西安市外协加工,供应商货款
2024-05-08,5600,fee,银行手续费,手续费
2024-05-09,4660000,outflow,西安市公路运输原料供应,原料采购付款
2024-05-11,3190000,inflow,西安市货主集团结算,货款回款
2024-05-12,2840000,inflow,西安市快递总部结算,合同结款
2024-05-14,4190000,outflow,西安市社保中心,运营费用
2024-05-15,3790000,inflow,西安市快递总部结算,工程款回款
2024-05-19,4610000,outflow,西安市外协加工,出口押汇偿还
2024-05-22,2950000,outflow,西安市公路运输原料供应,原料采购付款
2024-05-24,10700000,inflow,西安市线上订单结算,销售回款
2024-05-27,4650000,inflow,西安市货主集团结算,销售回款
2024-05-29,2520000,outflow,西安市社保中心,房租水电
2024-05-31,4320000,inflow,西安市电商物流平台,结算款
2024-06-01,4250000,inflow,西安市电商物流平台,货款回款
2024-06-02,14000,fee,西安市物业服务,工本费
2024-06-05,3740000,outflow,西安市设备维保,原料采购付款
2024-06-07,3960000,inflow,西安市快递总部结算,合同结款
2024-06-08,7300000,inflow,西安市电商物流平台,销售回款
2024-06-09,4620000,inflow,西安市货主集团结算,货款回款
2024-06-11,7000000,outflow,西安市物流运输有限公司,外协加工
2024-06-12,2660000,inflow,西安市快递总部结算,订单回款
2024-06-13,11000,fee,工商登记费,工本费
2024-06-15,4460000,inflow,西安市快递总部结算,工程款回款
2024-06-17,3970000,inflow,西安市货主集团结算,订单回款
2024-06-18,4450000,outflow,西安市广告设计,运营费用
2024-06-21,4050000,inflow,西安市电商物流平台,订单回款
2024-06-28,3630000,outflow,西安市物流运输有限公司,物流运费
2024-06-29,3750000,outflow,西安市设备维保,税费缴纳
2024-06-30,7300000,outflow,西安市包装制品,物流运费
2024-07-01,4370000,outflow,西安市包装制品,出口押汇偿还
2024-07-02,2770000,inflow,西安市电商物流平台,合同结款
2024-07-03,2450000,inflow,西安市快递总部结算,工程款回款
2024-07-04,13300,fee,工商登记费,公共事业
2024-07-05,2150000,inflow,西安市快递总部结算,货款回款
2024-07-06,3240000,inflow,西安市货主集团结算,订单回款
2024-07-08,2200000,inflow,西安市电商物流平台,合同结款
2024-07-11,2150000,inflow,西安市快递总部结算,月末结款
2024-07-12,3690000,outflow,西安市外协加工,物流运费
2024-07-13,15200000,inflow,西安市小额客户回款,合同结款
2024-07-15,3140000,inflow,西安市快递总部结算,项目回款
2024-07-16,2650000,inflow,西安市电商物流平台,销售回款
2024-07-18,2480000,outflow,西安市社保中心,运营费用
2024-07-19,3220000,outflow,西安市包装制品,供应商货款
2024-07-20,6200000,outflow,西安市社保中心,工资发放
2024-07-21,2700000,outflow,西安市设备维保,出口押汇偿还
2024-07-23,2350000,inflow,西安市快递总部结算,销售回款
2024-07-25,3200000,inflow,西安市货主集团结算,工程款回款
2024-07-26,2310000,inflow,西安市电商物流平台,订单回款
2024-07-29,4040000,outflow,西安市设备维保,原料采购付款
2024-08-02,6100000,inflow,西安市小额客户回款,合同结款
2024-08-03,3600000,outflow,西安市设备维保,出口押汇偿还
2024-08-04,4320000,inflow,西安市货主集团结算,货款回款
2024-08-05,2810000,inflow,西安市货主集团结算,项目回款
2024-08-06,3250000,outflow,西安市设备维保,设备采购付款
2024-08-07,4920000,inflow,西安市电商物流平台,合同结款
2024-08-08,4290000,outflow,西安市公路运输原料供应,出口押汇偿还
2024-08-12,2900000,outflow,西安市设备维保,税费缴纳
2024-08-14,4550000,inflow,西安市快递总部结算,销售回款
2024-08-16,3170000,outflow,西安市设备维保,外协加工
2024-08-17,1540000,outflow,西安市外协加工,运营费用
2024-08-20,9900,fee,西安市社保中心,税费
2024-08-21,1580000,outflow,西安市外协加工,原料采购付款
2024-08-22,5100000,inflow,西安市电商物流平台,工程款回款
2024-08-23,3900000,outflow,西安市设备维保,税费缴纳
2024-08-24,4740000,inflow,西安市快递总部结算,结算款
2024-08-28,3280000,outflow,西安市外协加工,供应商货款
2024-08-31,6200000,inflow,西安市货主集团结算,工程款回款
2024-09-01,4290000,inflow,西安市快递总部结算,货款回款
2024-09-05,6800000,inflow,西安市货主集团结算,月末结款
2024-09-09,3670000,inflow,西安市线上订单结算,工程款回款
2024-09-12,7800000,outflow,西安市公路运输原料供应,供应商货款
2024-09-13,4920000,inflow,西安市电商物流平台,月末结款
2024-09-14,8000000,outflow,西安市物流运输有限公司,运营费用
2024-09-15,3390000,outflow,西安市包装制品,物流运费
2024-09-19,6300000,outflow,西安市公路运输原料供应,出口押汇偿还
2024-09-20,4730000,inflow,西安市货主集团结算,结算款
2024-09-21,4150000,inflow,西安市电商物流平台,订单回款
2024-09-23,3830000,inflow,西安市快递总部结算,订单回款
2024-09-24,6100000,outflow,西安市设备维保,外协加工
2024-09-25,5800000,inflow,西安市快递总部结算,工程款回款
2024-09-29,7800000,outflow,西安市外协加工,外协加工
2024-10-02,6000000,outflow,西安市公路运输原料供应,运营费用
2024-10-06,3290000,inflow,西安市小额客户回款,销售回款
2024-10-07,5300000,outflow,西安市外协加工,外协加工
2024-10-10,5700000,outflow,西安市公路运输原料供应,运营费用
2024-10-11,4130000,inflow,西安市电商物流平台,项目回款
2024-10-12,2670000,outflow,西安市广告设计,运营费用
2024-10-13,3850000,outflow,西安市设备维保,房租水电
2024-10-15,2810000,inflow,西安市电商物流平台,货款回款
2024-10-16,4070000,inflow,西安市电商物流平台,销售回款
2024-10-19,3220000,inflow,西安市货主集团结算,工程款回款
2024-10-20,4050000,outflow,西安市物流运输有限公司,工资发放
2024-10-23,3470000,inflow,西安市货主集团结算,项目回款
2024-10-24,8000,fee,银行手续费,公共事业
2024-10-27,3660000,inflow,西安市电商物流平台,工程款回款
2024-10-28,5200000,outflow,西安市广告设计,税费缴纳
2024-10-29,2540000,inflow,西安市电商物流平台,销售回款
2024-10-30,3990000,inflow,西安市电商物流平台,销售回款
2024-10-31,2980000,inflow,西安市货主集团结算,工程款回款
2024-11-01,11900000,inflow,西安市货主集团结算,订单回款
2024-11-02,9000000,outflow,西安市设备维保,原料采购付款
2024-11-03,3380000,inflow,西安市货主集团结算,结算款
2024-11-05,3560000,inflow,西安市电商物流平台,订单回款
2024-11-07,6700000,outflow,西安市物流运输有限公司,外协加工
2024-11-09,3010000,inflow,西安市快递总部结算,月末结款
2024-11-10,4510000,inflow,西安市电商物流平台,项目回款
2024-11-12,4540000,inflow,西安市货主集团结算,工程款回款
2024-11-13,8500000,outflow,西安市广告设计,外协加工
2024-11-14,7700000,outflow,西安市社保中心,外协加工
2024-11-15,4560000,inflow,西安市快递总部结算,货款回款
2024-11-16,7100000,outflow,西安市包装制品,物流运费
2024-11-21,3330000,inflow,西安市电商物流平台,销售回款
2024-11-24,3890000,outflow,西安市设备维保,供应商货款
2024-11-25,4090000,inflow,西安市快递总部结算,工程款回款
2024-11-26,4020000,inflow,西安市电商物流平台,销售回款
2024-11-29,3710000,outflow,西安市社保中心,出口押汇偿还
2024-12-01,8400000,outflow,西安市公路运输原料供应,原料采购付款
2024-12-02,5400000,outflow,西安市设备维保,运营费用
2024-12-03,9400,fee,银行手续费,工本费
2024-12-06,9100000,outflow,西安市包装制品,原料采购付款
2024-12-07,5900000,inflow,西安市快递总部结算,项目回款
2024-12-10,3170000,inflow,西安市货主集团结算,工程款回款
2024-12-11,3420000,inflow,西安市电商物流平台,月末结款
2024-12-12,4030000,inflow,西安市电商物流平台,货款回款
2024-12-13,3620000,inflow,西安市电商物流平台,月末结款
2024-12-14,2600000,inflow,西安市货主集团结算,月末结款
2024-12-16,3560000,inflow,西安市货主集团结算,项目回款
2024-12-22,9400000,inflow,西安市零售客户结算,合同结款
2024-12-23,3010000,inflow,西安市快递总部结算,工程款回款
2024-12-25,3440000,inflow,西安市快递总部结算,结算款
2024-12-26,9900000,outflow,西安市外协加工,工资发放
2024-12-29,4070000,inflow,西安市电商物流平台,货款回款
2024-12-30,5500000,outflow,西安市广告设计,供应商货款
