date,amount,type,counterparty,note
2024-05-03,115000,outflow,合肥市包装制品,设备采购付款
2024-05-06,205000,inflow,合肥市医疗集团,货款回款
2024-05-09,228000,inflow,合肥市小额客户回款,项目回款
2024-05-10,285000,inflow,合肥市医疗集团,项目回款
2024-05-12,205000,inflow,合肥市医疗集团,合同结款
2024-05-15,197000,outflow,合肥市物流运输有限公司,出口押汇偿还
2024-05-17,255000,outflow,合肥市物流运输有限公司,原料采购付款
2024-05-21,279000,inflow,合肥市三甲医院,结算款
2024-05-25,128000,inflow,合肥市三甲医院,合同结款
2024-05-28,144000,outflow,合肥市设备维保,工资发放
2024-05-29,171000,outflow,合肥市劳务派遣,外协加工
2024-06-01,11000,fee,银行手续费,工本费
2024-06-02,540000,inflow,合肥市医械经销代理,货款回款
2024-06-11,257000,outflow,合肥市外协加工,外协加工
2024-06-12,417000,inflow,合肥市医械经销代理,合同结款
2024-06-14,274000,outflow,合肥市包装制品,税费缴纳
2024-06-19,207000,inflow,合肥市零售客户结算,工程款回款
2024-06-20,99000,outflow,合肥市设备维保,房租水电
2024-06-23,219000,outflow,合肥市医疗器械原料供应,供应商货款
2024-06-27,4900,fee,合肥市社保中心,工本费
2024-06-28,156000,inflow,合肥市小额客户回款,销售回款
2024-06-30,203000,outflow,合肥市医疗器械原料供应,税费缴纳
2024-07-01,304000,outflow,合肥市包装制品,出口押汇偿还
2024-07-05,296000,outflow,合肥市设备维保,物流运费
2024-07-11,570000,inflow,合肥市医械经销代理,订单回款
2024-07-16,398000,inflow,合肥市三甲医院,订单回款
2024-07-22,510000,inflow,合肥市医械经销代理,月末结款
2024-07-28,203000,outflow,合肥市医疗器械原料供应,外协加工
2024-07-30,127000,outflow,合肥市税务局,出口押汇偿还
2024-08-02,296000,outflow,合肥市包装制品,原料采购付款
2024-08-06,110000,outflow,合肥市税务局,外协加工
2024-08-08,296000,outflow,合肥市外协加工,出口押汇偿还
2024-08-14,159000,outflow,合肥市设备维保,房租水电
2024-08-16,208000,inflow,合肥市三甲医院,结算款
2024-08-19,4100,fee,合肥市物业服务,公共事业
2024-08-20,145000,inflow,合肥市医械经销代理,合同结款
2024-08-22,126000,inflow,合肥市医疗集团,订单回款
2024-08-23,1800,fee,合肥市自来水公司,手续费
2024-08-25,458000,inflow,合肥市线上订单结算,工程款回款
2024-08-28,181000,inflow,合肥市医械经销代理,项目回款
2024-08-31,209000,inflow,合肥市医械经销代理,结算款
2024-09-01,520000,inflow,合肥市医械经销代理,结算款
2024-09-14,85000,inflow,合肥市线上订单结算,销售回款
2024-09-17,356000,outflow,合肥市税务局,物流运费
2024-09-22,7100,fee,工商登记费,工本费
2024-09-26,197000,outflow,合肥市劳务派遣,房租水电
2024-09-27,560000,inflow,合肥市医械经销代理,订单回款
2024-09-28,119000,inflow,合肥市三甲医院,工程款回款
2024-09-30,204000,outflow,合肥市医疗器械原料供应,原料采购付款
2024-10-08,135000,outflow,合肥市外协加工,税费缴纳
2024-10-10,134000,outflow,合肥市税务局,房租水电
2024-10-13,328000,inflow,合肥市三甲医院,月末结款
2024-10-16,409000,inflow,合肥市医械经销代理,工程款回款
2024-10-23,246000,outflow,合肥市税务局,工资发放
2024-10-28,313000,outflow,合肥市医疗器械原料供应,出口押汇偿还
2024-10-31,414000,inflow,合肥市三甲医院,工程款回款
2024-11-01,580000,outflow,合肥市劳务派遣,工资发放
2024-11-04,190000,inflow,合肥市医疗集团,订单回款
2024-11-06,5000,fee,合肥市自来水公司,税费
2024-11-10,210000,outflow,合肥市包装制品,物流运费
2024-11-12,439000,inflow,合肥市医疗集团,合同结款
2024-11-16,391000,inflow,合肥市三甲医院,项目回款
2024-11-18,434000,inflow,合肥市医疗集团,项目回款
2024-11-23,386000,outflow,合肥市物流运输有限公司,税费缴纳
2024-11-27,298000,inflow,合肥市医械经销代理,工程款回款
2024-11-28,149000,inflow,合肥市医疗集团,月末结款
2024-12-01,350000,outflow,合肥市医疗器械原料供应,设备采购付款
2024-12-08,209000,outflow,合肥市物流运输有限公司,设备采购付款
2024-12-12,6700,fee,合肥市自来水公司,公共事业
2024-12-16,560000,inflow,合肥市三甲医院,结算款
2024-12-17,420000,inflow,合肥市三甲医院,项目回款
2024-12-28,375000,outflow,合肥市医疗器械原料供应,房租水电
2024-12-30,262000,inflow,合肥市三甲医院,工程款回款
2025-01-01,113000,outflow,合肥市物流运输有限公司,供应商货款
2025-01-02,133000,outflow,合肥市税务局,运营费用
2025-01-04,189000,outflow,合肥市外协加工,原料采购付款
2025-01-09,170000,inflow,合肥市医械经销代理,工程款回款
2025-01-10,210000,inflow,合肥市线上订单结算,项目回款
2025-01-13,203000,inflow,合肥市医械经销代理,合同结款
2025-01-14,144000,outflow,合肥市劳务派遣,物流运费
2025-01-22,209000,inflow,合肥市医械经销代理,合同结款
2025-01-25,204000,outflow,合肥市设备维保,物流运费
2025-01-27,199000,inflow,合肥市三甲医院,订单回款
2025-01-28,212000,inflow,合肥市医疗集团,订单回款
2025-02-03,121000,inflow,合肥市医疗集团,销售回款
2025-02-04,179000,outflow,合肥市劳务派遣,房租水电
2025-02-07,244000,inflow,合肥市小额客户回款,结算款
2025-02-08,177000,inflow,合肥市医械经销代理,月末结款
2025-02-10,132000,inflow,合肥市医疗集团,月末结款
2025-02-11,166000,outflow,合肥市税务局,外协加工
2025-02-15,126000,inflow,合肥市三甲医院,月末结款
2025-02-16,135000,outflow,合肥市劳务派遣,设备采购付款
2025-02-17,118000,inflow,合肥市三甲医院,货款回款
2025-02-19,7500,fee,工商登记费,工本费
2025-02-25,113000,outflow,合肥市包装制品,工资发放
2025-02-27,182000,outflow,合肥市物流运输有限公司,税费缴纳
2025-03-01,293000,inflow,合肥市三甲医院,货款回款
2025-03-03,8700,fee,合肥市物业服务,税费
2025-03-04,245000,outflow,合肥市税务局,税费缴纳
2025-03-08,710000,inflow,合肥市医械经销代理,合同结款
2025-03-22,181000,outflow,合肥市包装制品,外协加工
2025-03-23,463000,inflow,合肥市医疗集团,工程款回款
2025-03-25,212000,outflow,合肥市外协加工,税费缴纳
2025-03-26,289000,outflow,合肥市物流运输有限公司,出口押汇偿还
2025-03-27,1200,fee,合肥市电力公司,税费
2025-03-31,291000,outflow,合肥市税务局,供应商货款
2025-04-01,413000,outflow,合肥市包装制品,税费缴纳
2025-04-02,136000,inflow,合肥市医疗集团,结算款
2025-04-06,199000,inflow,合肥市医疗集团,工程款回款
2025-04-12,560000,outflow,合肥市设备维保,运营费用
2025-04-17,175000,inflow,合肥市医械经销代理,月末结款
2025-04-22,176000,inflow,合肥市三甲医院,订单回款
2025-04-24,146000,inflow,合肥市三甲医院,工程款回款
2025-04-26,4500,fee,合肥市社保中心,工本费
2025-04-28,392000,inflow,合肥市线上订单结算,货款回款
2025-04-29,5900,fee,合肥市物业服务,工本费
2025-05-10,136000,outflow,合肥市税务局,外协加工
2025-05-11,414000,inflow,合肥市医疗集团,工程款回款
2025-05-18,9000,fee,合肥市电力公司,工本费
2025-05-19,419000,inflow,合肥市三甲医院,货款回款
2025-05-20,224000,outflow,合肥市外协加工,设备采购付款
2025-05-22,299000,outflow,合肥市包装制品,运营费用
2025-05-25,137000,outflow,合肥市税务局,运营费用
2025-05-29,13600,fee,合肥市电力公司,工本费
2025-05-30,173000,outflow,合肥市外协加工,原料采购付款
2025-05-31,690000,inflow,合肥市三甲医院,销售回款
2025-06-02,237000,outflow,合肥市物流运输有限公司,出口押汇偿还
2025-06-03,311000,inflow,合肥市医疗集团,结算款
2025-06-04,284000,inflow,合肥市医疗集团,销售回款
2025-06-06,348000,inflow,合肥市三甲医院,项目回款
2025-06-07,292000,inflow,合肥市医械经销代理,结算款
2025-06-10,244000,inflow,合肥市零售客户结算,结算款
2025-06-12,257000,outflow,合肥市外协加工,税费缴纳
2025-06-16,370000,outflow,合肥市医疗器械原料供应,税费缴纳
2025-06-17,9000,fee,合肥市社保中心,手续费
2025-06-27,5700,fee,合肥市电力公司,税费
2025-07-02,1200,fee,合肥市电力公司,工本费
2025-07-03,256000,inflow,合肥市三甲医院,销售回款
2025-07-07,335000,inflow,合肥市医疗集团,销售回款
2025-07-10,183000,outflow,合肥市设备维保,原料采购付款
2025-07-11,288000,outflow,合肥市税务局,物流运费
2025-07-15,202000,outflow,合肥市税务局,供应商货款
2025-07-16,334000,inflow,合肥市医疗集团,项目回款
2025-07-18,193000,inflow,合肥市医械经销代理,订单回款
2025-07-20,447000,inflow,合肥市三甲医院,销售回款
2025-07-29,205000,outflow,合肥市劳务派遣,物流运费
2025-07-31,172000,outflow,合肥市外协加工,外协加工
2025-08-07,10700,fee,合肥市电力公司,税费
2025-08-11,11200,fee,合肥市自来水公司,工本费
2025-08-15,461000,inflow,合肥市医疗集团,货款回款
2025-08-20,206000,outflow,合肥市外协加工,工资发放
2025-08-21,560000,inflow,合肥市三甲医院,销售回款
2025-08-27,300000,inflow,合肥市医疗集团,结算款
2025-08-30,269000,outflow,合肥市设备维保,外协加工
2025-08-31,160000,outflow,合肥市物流运输有限公司,供应商货款
2025-09-03,13500,fee,合肥市物业服务,税费
