date,amount,type,counterparty,note
2024-05-01,1050000,outflow,温州市包装制品,设备采购付款
2024-05-03,1320000,outflow,食品饮料协会会费,外协加工
2024-05-04,1950000,outflow,温州市设备维保,房租水电
2024-05-05,1710000,inflow,温州市餐饮集团客户,月末结款
2024-05-06,1590000,inflow,温州市电商平台结算,订单回款
2024-05-08,1000000,outflow,温州市物流运输有限公司,物流运费
2024-05-10,11600,fee,温州市自来水公司,手续费
2024-05-14,1020000,inflow,温州市电商平台结算,项目回款
2024-05-15,1750000,inflow,温州市餐饮集团客户,销售回款
2024-05-21,940000,outflow,温州市差旅报销,房租水电
2024-05-22,2650000,inflow,温州市零售客户结算,合同结款
2024-05-23,1240000,outflow,温州市物流运输有限公司,物流运费
2024-05-25,1680000,inflow,温州市餐饮集团客户,项目回款
2024-05-30,1180000,inflow,温州市连锁商超采购,月末结款
2024-06-02,920000,outflow,温州市食品饮料原料供应,设备采购付款
2024-06-06,1690000,outflow,温州市差旅报销,出口押汇偿还
2024-06-09,1760000,inflow,温州市电商平台结算,合同结款
2024-06-10,1140000,inflow,温州市连锁商超采购,项目回款
2024-06-11,660000,outflow,温州市差旅报销,供应商货款
2024-06-12,1660000,inflow,温州市餐饮集团客户,订单回款
2024-06-14,1120000,inflow,温州市连锁商超采购,工程款回款
2024-06-15,1320000,inflow,温州市零售客户结算,合同结款
2024-06-16,1640000,inflow,温州市电商平台结算,结算款
2024-06-18,3900,fee,银行手续费,公共事业
2024-06-20,1230000,outflow,温州市设备维保,税费缴纳
2024-06-22,4600,fee,工商登记费,公共事业
2024-06-24,1660000,outflow,温州市食品饮料原料供应,物流运费
2024-06-26,2100000,inflow,温州市连锁商超采购,月末结款
2024-06-27,1270000,inflow,温州市连锁商超采购,月末结款
2024-06-28,1650000,outflow,温州市设备维保,房租水电
2024-06-29,1550000,outflow,温州市差旅报销,工资发放
2024-07-01,2190000,outflow,温州市物流运输有限公司,出口押汇偿还
2024-07-03,4600,fee,银行手续费,公共事业
2024-07-06,1310000,inflow,温州市餐饮集团客户,货款回款
2024-07-07,1360000,inflow,温州市餐饮集团客户,结算款
2024-07-11,960000,inflow,温州市连锁商超采购,月末结款
2024-07-12,6000000,inflow,温州市连锁商超采购,货款回款
2024-07-14,3800,fee,银行手续费,税费
2024-07-17,1020000,inflow,温州市餐饮集团客户,项目回款
2024-07-18,920000,inflow,温州市餐饮集团客户,项目回款
2024-07-19,2750000,outflow,温州市外协加工,设备采购付款
2024-07-24,2170000,outflow,温州市物流运输有限公司,房租水电
2024-07-26,1520000,inflow,温州市电商平台结算,货款回款
2024-07-29,2050000,outflow,温州市包装制品,运营费用
2024-07-30,910000,inflow,温州市电商平台结算,工程款回款
2024-08-01,1840000,outflow,食品饮料协会会费,设备采购付款
2024-08-03,1660000,outflow,温州市差旅报销,出口押汇偿还
2024-08-04,1060000,inflow,温州市小额客户回款,销售回款
2024-08-09,1620000,inflow,温州市电商平台结算,货款回款
2024-08-10,1440000,inflow,温州市电商平台结算,货款回款
2024-08-11,12200,fee,工商登记费,税费
2024-08-12,1710000,outflow,温州市差旅报销,运营费用
2024-08-14,1450000,inflow,温州市电商平台结算,订单回款
2024-08-16,860000,inflow,温州市餐饮集团客户,工程款回款
2024-08-19,1190000,outflow,温州市外协加工,出口押汇偿还
2024-08-21,1600000,inflow,温州市电商平台结算,结算款
2024-08-22,1410000,outflow,温州市外协加工,房租水电
2024-08-23,1660000,inflow,温州市连锁商超采购,项目回款
2024-08-26,1800000,outflow,温州市包装制品,设备采购付款
2024-08-29,1490000,inflow,温州市连锁商超采购,项目回款
2024-08-31,1490000,inflow,温州市连锁商超采购,结算款
2024-09-01,870000,outflow,温州市物流运输有限公司,供应商货款
2024-09-02,870000,outflow,温州市差旅报销,物流运费
2024-09-05,1290000,outflow,食品饮料协会会费,原料采购付款
2024-09-08,2310000,inflow,温州市零售客户结算,工程款回款
2024-09-13,2180000,inflow,温州市连锁商超采购,订单回款
2024-09-21,1530000,inflow,温州市餐饮集团客户,工程款回款
2024-09-22,1760000,outflow,食品饮料协会会费,出口押汇偿还
2024-09-23,1140000,outflow,温州市差旅报销,工资发放
2024-09-24,1940000,inflow,温州市连锁商超采购,月末结款
2024-09-25,1140000,outflow,温州市差旅报销,原料采购付款
2024-09-27,1620000,inflow,温州市电商平台结算,订单回款
2024-10-06,2390000,outflow,温州市食品饮料原料供应,物流运费
2024-10-11,2140000,inflow,温州市连锁商超采购,月末结款
2024-10-16,1500000,outflow,温州市设备维保,原料采购付款
2024-10-19,2250000,inflow,温州市电商平台结算,月末结款
2024-10-20,1430000,outflow,温州市外协加工,设备采购付款
2024-10-22,3300000,inflow,温州市连锁商超采购,结算款
2024-10-25,1510000,outflow,温州市食品饮料原料供应,税费缴纳
2024-10-26,2810000,inflow,温州市连锁商超采购,合同结款
2024-10-27,2570000,inflow,温州市餐饮集团客户,订单回款
2024-10-29,1670000,outflow,食品饮料协会会费,设备采购付款
2024-10-30,1600,fee,温州市物业服务,手续费
2024-11-01,3150000,inflow,温州市电商平台结算,工程款回款
2024-11-04,2880000,inflow,温州市餐饮集团客户,货款回款
2024-11-05,1150000,inflow,温州市餐饮集团客户,工程款回款
2024-11-06,2620000,outflow,温州市外协加工,税费缴纳
2024-11-07,1810000,outflow,温州市食品饮料原料供应,供应商货款
2024-11-09,2150000,inflow,温州市零售客户结算,合同结款
2024-11-11,3630000,inflow,温州市电商平台结算,工程款回款
2024-11-12,2180000,outflow,温州市包装制品,房租水电
2024-11-15,5500,fee,温州市物业服务,公共事业
2024-11-21,2120000,outflow,温州市外协加工,供应商货款
2024-11-23,2630000,outflow,温州市物流运输有限公司,原料采购付款
2024-11-27,1230000,outflow,温州市物流运输有限公司,物流运费
2024-11-29,1730000,outflow,温州市食品饮料原料供应,工资发放
2024-11-30,2650000,inflow,温州市电商平台结算,项目回款
2024-12-01,960000,inflow,温州市连锁商超采购,货款回款
2024-12-02,1450000,outflow,温州市外协加工,原料采购付款
2024-12-04,3410000,inflow,温州市连锁商超采购,结算款
2024-12-05,2500000,outflow,温州市设备维保,供应商货款
2024-12-06,1260000,inflow,温州市连锁商超采购,货款回款
2024-12-17,1560000,outflow,温州市差旅报销,税费缴纳
2024-12-18,2460000,outflow,温州市差旅报销,物流运费
2024-12-19,1570000,inflow,温州市连锁商超采购,货款回款
2024-12-20,1080000,inflow,温州市餐饮集团客户,月末结款
