date,amount,type,counterparty,note
2024-05-01,3580000,inflow,珠海市电子集成集团,订单回款
2024-05-02,2950000,inflow,珠海市电子集成集团,月末结款
2024-05-03,3570000,inflow,珠海市电子集成集团,工程款回款
2024-05-04,9700000,inflow,珠海市小额客户回款,销售回款
2024-05-05,3250000,outflow,珠海市外协加工,房租水电
2024-05-06,3130000,inflow,珠海市电子集成集团,月末结款
2024-05-07,4130000,outflow,珠海市设备维保,外协加工
2024-05-09,10900,fee,工商登记费,税费
2024-05-10,2570000,outflow,珠海市外协加工,工资发放
2024-05-11,3160000,inflow,珠海市电子集成集团,订单回款
2024-05-12,3620000,inflow,珠海市智能终端厂,工程款回款
2024-05-15,2930000,inflow,珠海市电子集成集团,订单回款
2024-05-16,2690000,outflow,珠海市外协加工,税费缴纳
2024-05-17,3130000,inflow,珠海市电子集成集团,货款回款
2024-05-22,3520000,inflow,珠海市智能终端厂,工程款回款
2024-05-23,4880000,outflow,珠海市包装制品,出口押汇偿还
2024-05-24,5800000,outflow,珠海市电子元件原料供应,物流运费
2024-05-27,2810000,outflow,珠海市外协加工,出口押汇偿还
2024-05-29,3850000,outflow,珠海市电力公司,供应商货款
2024-05-30,3320000,inflow,珠海市消费电子品牌,工程款回款
2024-06-01,4650000,inflow,珠海市电子集成集团,订单回款
2024-06-02,2360000,outflow,珠海市包装制品,工资发放
2024-06-03,2470000,outflow,珠海市设备维保,设备采购付款
2024-06-04,3100000,outflow,珠海市外协加工,房租水电
2024-06-05,2940000,inflow,珠海市电子集成集团,月末结款
2024-06-06,4270000,inflow,珠海市电子集成集团,销售回款
2024-06-07,1980000,outflow,珠海市电力公司,供应商货款
2024-06-08,4700,fee,珠海市自来水公司,手续费
2024-06-10,5700000,inflow,珠海市电子集成集团,月末结款
2024-06-11,3470000,inflow,珠海市电子集成集团,月末结款
2024-06-14,4790000,outflow,珠海市设备维保,运营费用
2024-06-15,4110000,inflow,珠海市消费电子品牌,合同结款
2024-06-16,3070000,inflow,珠海市消费电子品牌,货款回款
2024-06-17,3950000,outflow,珠海市设备维保,出口押汇偿还
