date,amount,type,counterparty,note
2024-05-01,292000,inflow,嘉兴市电子集成集团,货款回款
2024-05-02,356000,inflow,嘉兴市电子集成集团,销售回款
2024-05-13,322000,inflow,嘉兴市消费电子品牌,货款回款
2024-05-14,313000,outflow,嘉兴市电子元件原料供应,工资发放
2024-05-21,14700,fee,工商登记费,公共事业
2024-05-22,301000,outflow,嘉兴市包装制品,工资发放
2024-05-29,235000,outflow,嘉兴市电子元件原料供应,运营费用
2024-05-30,10900,fee,嘉兴市自来水公司,公共事业
2024-06-07,176000,outflow,嘉兴市设备维保,出口押汇偿还
2024-06-08,116000,inflow,嘉兴市零售客户结算,月末结款
2024-06-09,150000,inflow,嘉兴市电子集成集团,项目回款
2024-06-12,257000,outflow,嘉兴市物流运输有限公司,供应商货款
2024-06-15,118000,outflow,嘉兴市包装制品,原料采购付款
2024-06-16,185000,inflow,嘉兴市消费电子品牌,结算款
2024-06-18,218000,outflow,嘉兴市设备维保,税费缴纳
2024-06-21,132000,inflow,嘉兴市消费电子品牌,合同结款
2024-06-26,212000,inflow,嘉兴市智能终端厂,货款回款
2024-06-27,149000,inflow,嘉兴市智能终端厂,月末结款
2024-06-28,10700,fee,嘉兴市税务局,手续费
2024-06-29,271000,outflow,嘉兴市物流运输有限公司,工资发放
2024-07-01,105000,inflow,嘉兴市电子集成集团,月末结款
2024-07-03,112000,inflow,嘉兴市消费电子品牌,结算款
2024-07-05,89000,outflow,嘉兴市电子元件原料供应,出口押汇偿还
2024-07-06,183000,outflow,嘉兴市电子元件原料供应,物流运费
2024-07-09,81000,outflow,嘉兴市劳务派遣,供应商货款
2024-07-10,86000,inflow,嘉兴市智能终端厂,项目回款
2024-07-13,111000,inflow,嘉兴市智能终端厂,合同结款
2024-07-16,7300,fee,嘉兴市电力公司,工本费
2024-07-17,93000,inflow,嘉兴市电子集成集团,销售回款
2024-07-18,112000,inflow,嘉兴市智能终端厂,工程款回款
2024-07-22,97000,outflow,嘉兴市电子元件原料供应,外协加工
2024-07-26,122000,outflow,嘉兴市外协加工,物流运费
2024-07-29,2400,fee,嘉兴市电力公司,手续费
2024-08-10,5200,fee,嘉兴市社保中心,税费
2024-08-12,226000,inflow,嘉兴市消费电子品牌,合同结款
2024-08-15,345000,inflow,嘉兴市智能终端厂,合同结款
2024-08-16,358000,inflow,嘉兴市消费电子品牌,订单回款
2024-08-17,120000,outflow,嘉兴市办公耗材,供应商货款
2024-08-20,156000,outflow,嘉兴市物流运输有限公司,设备采购付款
2024-08-23,141000,outflow,嘉兴市电子元件原料供应,设备采购付款
2024-08-31,130000,outflow,嘉兴市外协加工,设备采购付款
2024-09-01,144000,inflow,嘉兴市智能终端厂,订单回款
2024-09-05,213000,outflow,嘉兴市外协加工,工资发放
2024-09-12,196000,outflow,嘉兴市外协加工,工资发放
2024-09-15,119000,inflow,嘉兴市智能终端厂,月末结款
2024-09-16,117000,inflow,嘉兴市智能终端厂,合同结款
2024-09-18,411000,outflow,嘉兴市物流运输有限公司,房租水电
