date,amount,type,counterparty,note
2024-05-03,5200000,inflow,天津市B端采购客户,货款回款
2024-05-05,3120000,outflow,天津市燃气服务,供应商货款
2024-05-08,4420000,inflow,天津市连锁分销回款,结算款
2024-05-11,2040000,outflow,天津市包装制品,物流运费
2024-05-12,3420000,inflow,天津市工程项目客户,销售回款
2024-05-17,3220000,inflow,天津市零售客户结算,月末结款
2024-05-19,1260000,outflow,天津市专业零售原料供应,出口押汇偿还
2024-05-23,1600000,inflow,天津市线上订单结算,项目回款
2024-05-28,3290000,outflow,天津市外协加工,物流运费
2024-05-29,1370000,outflow,天津市包装制品,物流运费
2024-05-31,6200,fee,天津市物业服务,税费
2024-06-03,2760000,inflow,天津市连锁分销回款,货款回款
2024-06-04,2500000,inflow,天津市连锁分销回款,月末结款
2024-06-05,2890000,outflow,天津市设备维保,物流运费
2024-06-07,3420000,inflow,天津市B端采购客户,销售回款
2024-06-10,2100000,outflow,天津市包装制品,供应商货款
2024-06-11,3740000,inflow,天津市连锁分销回款,合同结款
2024-06-14,1930000,outflow,天津市包装制品,工资发放
2024-06-20,1790000,outflow,天津市专业零售原料供应,物流运费
2024-06-23,2060000,inflow,天津市工程项目客户,结算款
2024-07-01,2680000,inflow,天津市工程项目客户,订单回款
2024-07-02,1510000,inflow,天津市工程项目客户,项目回款
2024-07-04,1160000,outflow,天津市设备维保,税费缴纳
2024-07-05,1600000,outflow,天津市设备维保,供应商货款
2024-07-10,1840000,outflow,天津市设备维保,原料采购付款
2024-07-11,1200,fee,银行手续费,手续费
2024-07-12,3400,fee,天津市自来水公司,手续费
2024-07-15,1300000,inflow,天津市B端采购客户,工程款回款
2024-07-19,970000,outflow,天津市专业零售原料供应,原料采购付款
2024-07-20,2280000,outflow,天津市物流运输有限公司,工资发放
2024-07-22,1170000,outflow,天津市包装制品,税费缴纳
2024-07-23,810000,outflow,天津市包装制品,供应商货款
2024-07-24,1460000,inflow,天津市工程项目客户,项目回款
2024-07-26,2330000,inflow,天津市连锁分销回款,结算款
2024-07-28,1370000,inflow,天津市工程项目客户,项目回款
2024-07-30,1360000,inflow,天津市连锁分销回款,订单回款
2024-07-31,1370000,inflow,天津市连锁分销回款,订单回款
2024-08-01,3170000,outflow,天津市包装制品,原料采购付款
2024-08-03,1490000,inflow,天津市B端采购客户,结算款
2024-08-04,1910000,outflow,天津市物流运输有限公司,设备采购付款
2024-08-07,2540000,outflow,天津市外协加工,外协加工
2024-08-08,3200000,inflow,天津市工程项目客户,结算款
2024-08-09,2200000,outflow,天津市物流运输有限公司,供应商货款
2024-08-14,3960000,inflow,天津市工程项目客户,订单回款
2024-08-17,3080000,outflow,天津市燃气服务,外协加工
2024-08-20,2420000,inflow,天津市零售客户结算,月末结款
2024-08-27,2330000,inflow,天津市连锁分销回款,月末结款
2024-08-29,2990000,inflow,天津市连锁分销回款,项目回款
2024-09-01,3240000,outflow,天津市外协加工,原料采购付款
2024-09-02,3730000,outflow,天津市燃气服务,房租水电
2024-09-06,2680000,outflow,天津市专业零售原料供应,物流运费
2024-09-17,3600000,inflow,天津市连锁分销回款,合同结款
2024-09-20,9900,fee,天津市税务局,公共事业
2024-09-21,2240000,inflow,天津市连锁分销回款,项目回款
2024-09-24,3670000,inflow,天津市B端采购客户,结算款
2024-09-25,2780000,inflow,天津市B端采购客户,销售回款
2024-09-26,4000000,inflow,天津市工程项目客户,货款回款
2024-09-29,2630000,outflow,天津市燃气服务,原料采购付款
2024-09-30,2470000,inflow,天津市线上订单结算,货款回款
2024-10-01,1660000,inflow,天津市连锁分销回款,工程款回款
2024-10-02,2010000,outflow,天津市电力公司,出口押汇偿还
2024-10-04,1370000,inflow,天津市连锁分销回款,工程款回款
2024-10-06,1900000,inflow,天津市连锁分销回款,工程款回款
2024-10-07,1820000,inflow,天津市B端采购客户,订单回款
2024-10-08,1850000,outflow,天津市专业零售原料供应,税费缴纳
2024-10-11,850000,outflow,天津市设备维保,供应商货款
2024-10-13,1620000,outflow,天津市设备维保,原料采购付款
2024-10-16,1830000,inflow,天津市连锁分销回款,订单回款
2024-10-18,1070000,outflow,天津市燃气服务,设备采购付款
2024-10-20,4450000,inflow,天津市连锁分销回款,销售回款
2024-10-21,1040000,outflow,天津市外协加工,供应商货款
2024-10-26,1620000,inflow,天津市工程项目客户,工程款回款
2024-10-28,1300000,inflow,天津市工程项目客户,销售回款
2024-10-31,1530000,outflow,天津市电力公司,出口押汇偿还
2024-11-04,2000000,inflow,天津市B端采购客户,项目回款
2024-11-11,12400,fee,天津市税务局,公共事业
2024-11-12,4080000,outflow,天津市物流运输有限公司,房租水电
2024-11-15,4270000,outflow,天津市外协加工,原料采购付款
2024-11-16,3360000,outflow,天津市外协加工,物流运费
2024-11-17,2870000,inflow,天津市B端采购客户,月末结款
2024-11-18,3890000,inflow,天津市工程项目客户,项目回款
2024-11-20,2250000,inflow,天津市工程项目客户,合同结款
