date,amount,type,counterparty,note
2024-05-05,2210000,inflow,嘉兴市政企客户回款,月末结款
2024-05-08,3150000,outflow,嘉兴市自来水公司,工资发放
2024-05-09,5300000,inflow,嘉兴市园区客户结算,合同结款
2024-05-11,5100000,outflow,嘉兴市外协加工,出口押汇偿还
2024-05-12,6200000,outflow,嘉兴市快递服务,出口押汇偿还
2024-05-18,3180000,outflow,嘉兴市自来水公司,供应商货款
2024-05-19,2460000,inflow,嘉兴市大客户服务回款,工程款回款
2024-05-21,3390000,inflow,嘉兴市大客户服务回款,月末结款
2024-05-22,2370000,inflow,嘉兴市政企客户回款,结算款
2024-05-25,5400,fee,工商登记费,工本费
2024-05-26,2910000,inflow,嘉兴市园区客户结算,合同结款
2024-05-28,1930000,inflow,嘉兴市大客户服务回款,订单回款
2024-05-29,3020000,inflow,嘉兴市园区客户结算,项目回款
2024-06-01,4300000,outflow,嘉兴市外协加工,原料采购付款
2024-06-02,4190000,inflow,嘉兴市大客户服务回款,销售回款
2024-06-03,3990000,inflow,嘉兴市大客户服务回款,订单回款
2024-06-05,3380000,outflow,嘉兴市企业服务原料供应,运营费用
2024-06-07,5200000,outflow,嘉兴市设备维保,出口押汇偿还
2024-06-09,3270000,inflow,嘉兴市大客户服务回款,货款回款
2024-06-21,3250000,inflow,嘉兴市大客户服务回款,合同结款
2024-06-22,2500000,inflow,嘉兴市线上订单结算,项目回款
2024-06-24,2990000,outflow,嘉兴市设备维保,房租水电
2024-06-25,3490000,inflow,嘉兴市大客户服务回款,订单回款
2024-07-01,3190000,outflow,嘉兴市设备维保,外协加工
2024-07-02,3430000,outflow,嘉兴市包装制品,设备采购付款
2024-07-03,4110000,inflow,嘉兴市园区客户结算,订单回款
2024-07-05,3220000,outflow,嘉兴市设备维保,物流运费
2024-07-07,9900,fee,嘉兴市电力公司,手续费
2024-07-09,5700000,inflow,嘉兴市大客户服务回款,项目回款
2024-07-11,2620000,outflow,嘉兴市外协加工,工资发放
2024-07-15,5100000,inflow,嘉兴市大客户服务回款,合同结款
2024-07-19,2840000,outflow,嘉兴市包装制品,税费缴纳
2024-07-20,2360000,inflow,嘉兴市零售客户结算,结算款
2024-07-25,5600000,inflow,嘉兴市园区客户结算,结算款
2024-07-26,1570000,inflow,嘉兴市大客户服务回款,月末结款
2024-07-28,3530000,outflow,嘉兴市物流运输有限公司,原料采购付款
2024-08-01,2610000,inflow,嘉兴市政企客户回款,销售回款
2024-08-02,2750000,inflow,嘉兴市园区客户结算,工程款回款
2024-08-05,2740000,inflow,嘉兴市大客户服务回款,项目回款
2024-08-06,2310000,inflow,嘉兴市大客户服务回款,项目回款
2024-08-07,3700,fee,银行手续费,手续费
2024-08-08,3520000,outflow,嘉兴市设备维保,原料采购付款
2024-08-09,3180000,outflow,嘉兴市外协加工,设备采购付款
2024-08-11,2080000,inflow,嘉兴市政企客户回款,订单回款
2024-08-12,2940000,inflow,嘉兴市大客户服务回款,月末结款
2024-08-14,2010000,outflow,嘉兴市快递服务,运营费用
2024-08-17,1540000,inflow,嘉兴市政企客户回款,销售回款
2024-08-19,3040000,inflow,嘉兴市政企客户回款,订单回款
2024-08-21,2700000,outflow,嘉兴市物流运输有限公司,原料采购付款
2024-08-23,2240000,outflow,嘉兴市自来水公司,原料采购付款
2024-08-24,3050000,outflow,嘉兴市自来水公司,设备采购付款
2024-08-28,2890000,inflow,嘉兴市园区客户结算,项目回款
2024-08-31,2570000,outflow,嘉兴市快递服务,物流运费
2024-09-01,1730000,inflow,嘉兴市园区客户结算,工程款回款
2024-09-02,2080000,inflow,嘉兴市园区客户结算,货款回款
2024-09-03,2710000,outflow,嘉兴市设备维保,房租水电
2024-09-05,2220000,inflow,嘉兴市园区客户结算,销售回款
2024-09-06,1970000,inflow,嘉兴市园区客户结算,结算款
2024-09-08,3590000,outflow,嘉兴市设备维保,房租水电
2024-09-10,1980000,inflow,嘉兴市政企客户回款,工程款回款
2024-09-12,14900,fee,嘉兴市社保中心,税费
2024-09-13,1490000,inflow,嘉兴市园区客户结算,货款回款
2024-09-14,2130000,inflow,嘉兴市政企客户回款,订单回款
2024-09-15,5200000,inflow,嘉兴市小额客户回款,订单回款
2024-09-24,3050000,outflow,嘉兴市自来水公司,原料采购付款
2024-09-25,1710000,inflow,嘉兴市大客户服务回款,月末结款
2024-09-30,2720000,outflow,嘉兴市外协加工,运营费用
2024-10-01,2230000,outflow,嘉兴市设备维保,运营费用
2024-10-03,1750000,inflow,嘉兴市园区客户结算,结算款
2024-10-04,2540000,inflow,嘉兴市园区客户结算,合同结款
2024-10-05,1610000,inflow,嘉兴市政企客户回款,货款回款
2024-10-09,5600,fee,嘉兴市电力公司,税费
2024-10-11,1530000,inflow,嘉兴市政企客户回款,订单回款
2024-10-13,1640000,outflow,嘉兴市设备维保,税费缴纳
2024-10-14,2910000,outflow,嘉兴市外协加工,设备采购付款
2024-10-18,2130000,inflow,嘉兴市政企客户回款,订单回款
2024-10-19,1800000,inflow,嘉兴市政企客户回款,货款回款
2024-10-20,3630000,inflow,嘉兴市线上订单结算,销售回款
2024-10-21,2170000,outflow,嘉兴市自来水公司,税费缴纳
2024-10-22,3350000,outflow,嘉兴市快递服务,税费缴纳
2024-10-25,14700,fee,工商登记费,公共事业
2024-10-27,2500000,inflow,嘉兴市政企客户回款,工程款回款
2024-10-28,3410000,outflow,嘉兴市物流运输有限公司,物流运费
2024-10-29,2570000,inflow,嘉兴市政企客户回款,项目回款
2024-10-30,2020000,outflow,嘉兴市快递服务,供应商货款
2024-11-02,1000,fee,嘉兴市社保中心,税费
2024-11-06,2670000,inflow,嘉兴市大客户服务回款,结算款
2024-11-07,7100000,inflow,嘉兴市线上订单结算,订单回款
2024-11-08,3270000,inflow,嘉兴市园区客户结算,项目回款
2024-11-10,2470000,inflow,嘉兴市园区客户结算,订单回款
2024-11-11,6800000,outflow,嘉兴市包装制品,物流运费
2024-11-14,3150000,inflow,嘉兴市政企客户回款,工程款回款
2024-11-20,2720000,inflow,嘉兴市大客户服务回款,项目回款
2024-11-22,4050000,outflow,嘉兴市快递服务,出口押汇偿还
2024-11-23,3100000,inflow,嘉兴市园区客户结算,项目回款
2024-11-25,9600,fee,工商登记费,手续费
2024-11-26,3560000,inflow,嘉兴市大客户服务回款,结算款
2024-11-28,3220000,outflow,嘉兴市企业服务原料供应,供应商货款
2024-11-29,2870000,outflow,嘉兴市设备维保,物流运费
2024-12-01,8300,fee,工商登记费,税费
2024-12-05,3600000,outflow,嘉兴市企业服务原料供应,出口押汇偿还
2024-12-13,2370000,outflow,嘉兴市包装制品,税费缴纳
2024-12-15,1940000,outflow,嘉兴市外协加工,物流运费
2024-12-17,3800000,inflow,嘉兴市大客户服务回款,月末结款
2024-12-19,4300000,inflow,嘉兴市园区客户结算,货款回款
2024-12-20,1730000,outflow,嘉兴市快递服务,原料采购付款
2024-12-23,1540000,outflow,嘉兴市自来水公司,出口押汇偿还
2024-12-24,6100000,inflow,嘉兴市园区客户结算,月末结款
2024-12-27,1890000,outflow,嘉兴市包装制品,供应商货款
2024-12-29,3650000,inflow,嘉兴市政企客户回款,货款回款
2024-12-30,5300000,inflow,嘉兴市小额客户回款,订单回款
2024-12-31,1650000,outflow,嘉兴市快递服务,设备采购付款
2025-01-01,1940000,inflow,嘉兴市大客户服务回款,货款回款
2025-01-04,2090000,inflow,嘉兴市政企客户回款,月末结款
2025-01-10,2450000,inflow,嘉兴市政企客户回款,合同结款
2025-01-12,1290000,outflow,嘉兴市自来水公司,原料采购付款
2025-01-15,1120000,outflow,嘉兴市企业服务原料供应,外协加工
2025-01-18,1660000,outflow,嘉兴市设备维保,物流运费
2025-01-20,1470000,outflow,嘉兴市设备维保,供应商货款
2025-01-23,1800000,inflow,嘉兴市政企客户回款,订单回款
2025-01-24,1250000,outflow,嘉兴市设备维保,房租水电
2025-01-25,2060000,outflow,嘉兴市外协加工,工资发放
2025-01-26,1740000,inflow,嘉兴市大客户服务回款,结算款
2025-01-30,2040000,inflow,嘉兴市政企客户回款,工程款回款
2025-02-06,2250000,outflow,嘉兴市设备维保,原料采购付款
2025-02-07,1340000,outflow,嘉兴市企业服务原料供应,设备采购付款
2025-02-09,3300000,inflow,嘉兴市园区客户结算,合同结款
2025-02-11,2130000,inflow,嘉兴市园区客户结算,月末结款
2025-02-12,2330000,outflow,嘉兴市快递服务,设备采购付款
2025-02-14,3480000,inflow,嘉兴市大客户服务回款,月末结款
2025-02-15,1060000,outflow,嘉兴市快递服务,运营费用
2025-02-17,1920000,outflow,嘉兴市物流运输有限公司,设备采购付款
2025-02-24,1750000,outflow,嘉兴市企业服务原料供应,物流运费
2025-02-26,3470000,inflow,嘉兴市大客户服务回款,结算款
2025-02-27,3110000,inflow,嘉兴市政企客户回款,合同结款
2025-02-28,1710000,outflow,嘉兴市外协加工,工资发放
2025-03-02,6900000,inflow,嘉兴市政企客户回款,项目回款
2025-03-03,2740000,outflow,嘉兴市包装制品,出口押汇偿还
2025-03-06,6300,fee,嘉兴市电力公司,税费
2025-03-08,2400000,outflow,嘉兴市包装制品,原料采购付款
2025-03-10,1890000,outflow,嘉兴市企业服务原料供应,供应商货款
2025-03-12,1020000,inflow,嘉兴市大客户服务回款,月末结款
2025-03-13,1570000,outflow,嘉兴市包装制品,原料采购付款
2025-03-19,5500,fee,嘉兴市社保中心,手续费
2025-03-21,4110000,inflow,嘉兴市大客户服务回款,月末结款
2025-03-22,3110000,outflow,嘉兴市设备维保,供应商货款
2025-03-23,2050000,outflow,嘉兴市包装制品,原料采购付款
2025-03-24,4320000,inflow,嘉兴市政企客户回款,工程款回款
2025-03-28,1240000,outflow,嘉兴市外协加工,出口押汇偿还
2025-03-31,1070000,inflow,嘉兴市小额客户回款,货款回款
2025-04-01,2960000,outflow,嘉兴市外协加工,设备采购付款
2025-04-03,3810000,outflow,嘉兴市包装制品,物流运费
2025-04-05,3860000,inflow,嘉兴市园区客户结算,月末结款
2025-04-08,8300,fee,嘉兴市电力公司,公共事业
2025-04-11,1640000,outflow,嘉兴市包装制品,设备采购付款
2025-04-14,2350000,inflow,嘉兴市政企客户回款,订单回款
2025-04-15,2640000,inflow,嘉兴市园区客户结算,结算款
2025-04-17,2410000,inflow,嘉兴市大客户服务回款,结算款
2025-04-20,2970000,inflow,嘉兴市政企客户回款,结算款
2025-04-22,2470000,outflow,嘉兴市包装制品,外协加工
2025-04-23,4330000,outflow,嘉兴市企业服务原料供应,供应商货款
2025-04-24,3220000,inflow,嘉兴市园区客户结算,订单回款
2025-04-27,4160000,outflow,嘉兴市自来水公司,运营费用
2025-04-28,2480000,inflow,嘉兴市政企客户回款,月末结款
2025-05-02,4150000,inflow,嘉兴市政企客户回款,销售回款
2025-05-03,2960000,outflow,嘉兴市设备维保,工资发放
2025-05-06,14900,fee,工商登记费,税费
2025-05-09,2460000,outflow,嘉兴市外协加工,房租水电
2025-05-13,3300,fee,银行手续费,税费
2025-05-16,4010000,inflow,嘉兴市政企客户回款,订单回款
2025-05-18,1880000,outflow,嘉兴市包装制品,原料采购付款
2025-05-19,4740000,inflow,嘉兴市小额客户回款,合同结款
2025-05-20,3070000,outflow,嘉兴市企业服务原料供应,运营费用
2025-05-21,1360000,outflow,嘉兴市自来水公司,外协加工
2025-05-26,1780000,outflow,嘉兴市自来水公司,设备采购付款
2025-05-27,3030000,inflow,嘉兴市园区客户结算,销售回款
2025-05-28,3770000,inflow,嘉兴市政企客户回款,结算款
2025-05-29,1740000,outflow,嘉兴市快递服务,房租水电
2025-06-02,2860000,outflow,嘉兴市外协加工,物流运费
2025-06-05,6600000,outflow,嘉兴市外协加工,出口押汇偿还
2025-06-06,10800000,inflow,嘉兴市园区客户结算,合同结款
2025-06-08,3920000,inflow,嘉兴市大客户服务回款,销售回款
2025-06-09,2260000,outflow,嘉兴市设备维保,工资发放
2025-06-11,2570000,inflow,嘉兴市园区客户结算,结算款
2025-06-13,3860000,inflow,嘉兴市政企客户回款,项目回款
2025-06-24,2410000,inflow,嘉兴市大客户服务回款,工程款回款
2025-06-25,3490000,inflow,嘉兴市大客户服务回款,合同结款
2025-06-28,3320000,outflow,嘉兴市快递服务,设备采购付款
2025-07-01,2910000,outflow,嘉兴市快递服务,物流运费
2025-07-02,1780000,inflow,嘉兴市大客户服务回款,订单回款
2025-07-03,2380000,inflow,嘉兴市园区客户结算,销售回款
2025-07-04,7300000,inflow,嘉兴市政企客户回款,项目回款
