date,amount,type,counterparty,note
2024-05-03,1200000,outflow,武汉市物流运输有限公司,税费缴纳
2024-05-06,2320000,outflow,武汉市快递服务,供应商货款
2024-05-07,1330000,inflow,武汉市企业培训回款,工程款回款
2024-05-10,1280000,inflow,武汉市政府购买服务回款,结算款
2024-05-11,1860000,outflow,武汉市快递服务,外协加工
2024-05-13,1860000,inflow,武汉市学员学费归集,月末结款
2024-05-15,1410000,inflow,武汉市政府购买服务回款,项目回款
2024-05-16,4700,fee,武汉市税务局,税费
2024-05-17,1120000,outflow,武汉市税务局,设备采购付款
2024-05-18,1510000,inflow,武汉市学员学费归集,订单回款
2024-05-23,1300000,inflow,武汉市企业培训回款,月末结款
2024-05-25,2330000,inflow,武汉市政府购买服务回款,项目回款
2024-05-28,2500000,outflow,武汉市外协加工,工资发放
2024-06-01,1110000,outflow,武汉市职业教育原料供应,外协加工
2024-06-02,2300000,inflow,武汉市学员学费归集,销售回款
2024-06-05,1240000,inflow,武汉市学员学费归集,订单回款
2024-06-06,1740000,outflow,武汉市职业教育原料供应,原料采购付款
2024-06-10,2170000,inflow,武汉市政府购买服务回款,合同结款
2024-06-11,1080000,inflow,武汉市学员学费归集,月末结款
2024-06-14,1590000,inflow,武汉市企业培训回款,货款回款
2024-06-17,1860000,outflow,武汉市包装制品,出口押汇偿还
2024-06-19,1420000,inflow,武汉市政府购买服务回款,工程款回款
2024-06-22,1530000,outflow,武汉市包装制品,出口押汇偿还
2024-06-25,1040000,inflow,武汉市企业培训回款,工程款回款
2024-06-27,1520000,inflow,武汉市政府购买服务回款,项目回款
2024-06-28,1610000,outflow,武汉市快递服务,外协加工
2024-06-29,1200000,outflow,武汉市税务局,供应商货款
2024-07-09,1030000,outflow,武汉市快递服务,税费缴纳
2024-07-11,2260000,outflow,武汉市税务局,物流运费
2024-07-15,2180000,inflow,武汉市企业培训回款,结算款
2024-07-16,1600000,outflow,武汉市设备维保,出口押汇偿还
2024-07-20,3180000,inflow,武汉市学员学费归集,订单回款
2024-07-21,1840000,inflow,武汉市小额客户回款,月末结款
2024-07-22,3100000,inflow,武汉市政府购买服务回款,项目回款
2024-07-24,2170000,outflow,武汉市外协加工,房租水电
2024-07-27,1530000,outflow,武汉市快递服务,运营费用
2024-07-28,1470000,inflow,武汉市学员学费归集,合同结款
2024-08-04,2620000,inflow,武汉市学员学费归集,项目回款
2024-08-08,3110000,inflow,武汉市小额客户回款,工程款回款
2024-08-09,1480000,outflow,武汉市设备维保,设备采购付款
2024-08-11,1190000,outflow,武汉市税务局,运营费用
2024-08-12,9000,fee,武汉市社保中心,工本费
2024-08-13,1850000,outflow,武汉市包装制品,出口押汇偿还
2024-08-14,2370000,inflow,武汉市学员学费归集,工程款回款
2024-08-15,12500,fee,武汉市自来水公司,手续费
2024-08-17,1370000,outflow,武汉市包装制品,运营费用
2024-08-20,900000,outflow,武汉市包装制品,工资发放
2024-08-23,2790000,inflow,武汉市政府购买服务回款,工程款回款
2024-08-25,960000,outflow,武汉市税务局,外协加工
2024-08-28,1080000,outflow,武汉市设备维保,房租水电
2024-08-30,3820000,inflow,武汉市学员学费归集,工程款回款
2024-09-02,1750000,inflow,武汉市企业培训回款,项目回款
2024-09-03,3300,fee,武汉市社保中心,手续费
2024-09-05,1060000,inflow,武汉市零售客户结算,项目回款
2024-09-06,1590000,outflow,武汉市快递服务,税费缴纳
2024-09-07,1200000,inflow,武汉市小额客户回款,结算款
2024-09-08,1870000,inflow,武汉市政府购买服务回款,月末结款
2024-09-12,1180000,inflow,武汉市学员学费归集,销售回款
2024-09-16,1250000,inflow,武汉市企业培训回款,月末结款
2024-09-17,1900000,outflow,武汉市物流运输有限公司,供应商货款
2024-09-20,1830000,outflow,武汉市包装制品,外协加工
2024-09-21,1370000,inflow,武汉市政府购买服务回款,销售回款
2024-09-22,1790000,outflow,武汉市职业教育原料供应,出口押汇偿还
2024-09-24,1230000,inflow,武汉市企业培训回款,货款回款
2024-09-25,1820000,outflow,武汉市包装制品,原料采购付款
2024-09-27,1750000,outflow,武汉市职业教育原料供应,出口押汇偿还
2024-10-01,1760000,inflow,武汉市政府购买服务回款,月末结款
2024-10-02,1040000,inflow,武汉市政府购买服务回款,货款回款
2024-10-10,1610000,inflow,武汉市学员学费归集,工程款回款
2024-10-16,1380000,outflow,武汉市外协加工,运营费用
2024-10-19,1720000,inflow,武汉市学员学费归集,月末结款
2024-10-20,1620000,inflow,武汉市政府购买服务回款,结算款
2024-10-21,5800000,inflow,武汉市线上订单结算,合同结款
2024-10-22,1770000,outflow,武汉市快递服务,工资发放
2024-10-25,1800000,outflow,武汉市税务局,运营费用
2024-10-26,1610000,inflow,武汉市企业培训回款,结算款
2024-10-28,2590000,outflow,武汉市税务局,物流运费
2024-10-29,5300,fee,武汉市电力公司,手续费
2024-10-30,5300,fee,武汉市税务局,公共事业
2024-11-01,2990000,inflow,武汉市学员学费归集,销售回款
2024-11-04,9800,fee,工商登记费,税费
2024-11-06,2720000,outflow,武汉市设备维保,设备采购付款
2024-11-07,1770000,inflow,武汉市零售客户结算,月末结款
2024-11-11,9100,fee,武汉市税务局,手续费
2024-11-14,3060000,inflow,武汉市政府购买服务回款,订单回款
2024-11-20,2770000,outflow,武汉市外协加工,外协加工
2024-11-21,2010000,outflow,武汉市税务局,外协加工
2024-11-24,2530000,outflow,武汉市外协加工,物流运费
2024-11-26,2740000,inflow,武汉市学员学费归集,订单回款
2024-11-27,4070000,inflow,武汉市企业培训回款,工程款回款
2024-11-28,2820000,outflow,武汉市外协加工,原料采购付款
2024-12-01,1430000,inflow,武汉市企业培训回款,合同结款
2024-12-02,860000,outflow,武汉市外协加工,外协加工
2024-12-05,1610000,inflow,武汉市企业培训回款,结算款
2024-12-11,1760000,inflow,武汉市学员学费归集,合同结款
2024-12-13,850000,outflow,武汉市设备维保,运营费用
2024-12-15,13500,fee,武汉市社保中心,税费
2024-12-16,1960000,outflow,武汉市包装制品,设备采购付款
2024-12-17,1170000,inflow,武汉市学员学费归集,月末结款
2024-12-20,10100,fee,武汉市税务局,税费
2024-12-21,1490000,outflow,武汉市外协加工,原料采购付款
2024-12-22,1180000,inflow,武汉市学员学费归集,工程款回款
2024-12-23,2140000,outflow,武汉市快递服务,工资发放
2024-12-24,1180000,inflow,武汉市企业培训回款,销售回款
2024-12-25,1200000,inflow,武汉市政府购买服务回款,月末结款
2024-12-26,1280000,outflow,武汉市物流运输有限公司,设备采购付款
2024-12-29,1440000,inflow,武汉市政府购买服务回款,订单回款
2024-12-30,2330000,inflow,武汉市线上订单结算,月末结款
2024-12-31,1830000,outflow,武汉市物流运输有限公司,供应商货款
2025-01-04,650000,outflow,武汉市快递服务,出口押汇偿还
2025-01-06,1070000,outflow,武汉市设备维保,供应商货款
2025-01-07,740000,inflow,武汉市政府购买服务回款,订单回款
2025-01-09,460000,inflow,武汉市零售客户结算,月末结款
2025-01-12,2330000,inflow,武汉市企业培训回款,工程款回款
