date,amount,type,counterparty,note
2024-05-01,179000,inflow,无锡市机械采购中心,订单回款
2024-05-02,244000,outflow,无锡市包装制品,出口押汇偿还
2024-05-03,249000,inflow,无锡市重工集团,项目回款
2024-05-05,159000,inflow,无锡市装备制造客户,项目回款
2024-05-08,196000,outflow,无锡市税务局,供应商货款
2024-05-09,136000,inflow,无锡市装备制造客户,订单回款
2024-05-16,10200,fee,无锡市税务局,手续费
2024-05-23,219000,inflow,无锡市自动化系统集成,订单回款
2024-05-26,168000,inflow,无锡市自动化系统集成,销售回款
2024-06-02,336000,inflow,无锡市重工集团,订单回款
2024-06-05,3400,fee,无锡市社保中心,公共事业
2024-06-11,121000,inflow,无锡市重工集团,货款回款
2024-06-14,394000,inflow,无锡市自动化系统集成,销售回款
2024-06-15,279000,outflow,无锡市税务局,设备采购付款
2024-06-22,202000,outflow,无锡市精密机械原料供应,设备采购付款
2024-06-24,276000,outflow,无锡市广告设计,设备采购付款
2024-06-30,2500,fee,无锡市自来水公司,手续费
2024-07-02,246000,outflow,无锡市设备维保,出口押汇偿还
2024-07-08,317000,inflow,无锡市机械采购中心,月末结款
2024-07-09,145000,outflow,无锡市包装制品,原料采购付款
2024-07-16,347000,inflow,无锡市机械采购中心,销售回款
2024-07-17,261000,outflow,无锡市设备维保,工资发放
2024-07-18,182000,outflow,无锡市包装制品,物流运费
2024-07-19,14500,fee,工商登记费,手续费
2024-07-29,324000,inflow,无锡市装备制造客户,订单回款
2024-08-05,176000,inflow,无锡市重工集团,结算款
2024-08-06,7700,fee,银行手续费,公共事业
2024-08-14,7100,fee,工商登记费,工本费
2024-08-16,192000,inflow,无锡市重工集团,货款回款
2024-08-20,383000,outflow,无锡市外协加工,出口押汇偿还
2024-08-21,200000,inflow,无锡市装备制造客户,货款回款
2024-08-22,180000,inflow,无锡市装备制造客户,订单回款
2024-08-23,389000,outflow,无锡市包装制品,供应商货款
2024-08-25,197000,inflow,无锡市机械采购中心,工程款回款
2024-08-28,133000,inflow,无锡市零售客户结算,合同结款
2024-09-03,334000,outflow,无锡市包装制品,出口押汇偿还
2024-09-07,222000,inflow,无锡市重工集团,货款回款
2024-09-14,201000,inflow,无锡市重工集团,项目回款
2024-09-20,277000,inflow,无锡市装备制造客户,项目回款
2024-09-23,11400,fee,银行手续费,工本费
2024-09-24,208000,outflow,无锡市精密机械原料供应,原料采购付款
2024-09-29,1100,fee,无锡市电力公司,公共事业
2024-09-30,263000,inflow,无锡市零售客户结算,月末结款
2024-10-01,168000,outflow,无锡市广告设计,物流运费
2024-10-02,139000,inflow,无锡市重工集团,结算款
2024-10-03,6100,fee,无锡市电力公司,税费
2024-10-09,214000,inflow,无锡市自动化系统集成,销售回款
2024-10-10,202000,outflow,无锡市外协加工,外协加工
2024-10-14,87000,outflow,无锡市精密机械原料供应,原料采购付款
2024-10-16,173000,outflow,无锡市包装制品,供应商货款
2024-10-18,179000,inflow,无锡市机械采购中心,货款回款
