date,amount,type,counterparty,note
2024-05-03,1480000,outflow,无锡市物流运输有限公司,设备采购付款
2024-05-05,2370000,inflow,无锡市品牌集团采购,工程款回款
2024-05-07,1820000,outflow,无锡市电力公司,运营费用
2024-05-11,2540000,outflow,无锡市电力公司,物流运费
2024-05-14,1980000,inflow,无锡市电商平台结算,订单回款
2024-05-15,3030000,inflow,无锡市外贸出口客户,项目回款
2024-05-22,7200000,inflow,无锡市电商平台结算,货款回款
2024-05-23,2760000,outflow,无锡市自来水公司,原料采购付款
2024-05-24,2830000,inflow,无锡市电商平台结算,货款回款
2024-05-27,2300000,outflow,无锡市纺织服装原料供应,原料采购付款
2024-05-31,2160000,outflow,无锡市外协加工,设备采购付款
2024-06-02,2970000,outflow,无锡市设备维保,房租水电
2024-06-05,1760000,inflow,无锡市服饰品牌客户,货款回款
2024-06-06,3150000,outflow,无锡市设备维保,供应商货款
2024-06-07,2080000,outflow,无锡市物流运输有限公司,房租水电
2024-06-08,2060000,inflow,无锡市电商平台结算,月末结款
2024-06-16,2730000,outflow,无锡市电力公司,出口押汇偿还
2024-06-20,1660000,inflow,无锡市品牌集团采购,订单回款
2024-06-22,2630000,outflow,无锡市自来水公司,物流运费
2024-06-24,1830000,inflow,无锡市品牌集团采购,项目回款
2024-06-25,7500,fee,无锡市自来水公司,公共事业
2024-06-27,4020000,inflow,无锡市小额客户回款,合同结款
2024-06-29,1350000,outflow,无锡市纺织服装原料供应,设备采购付款
2024-06-30,1640000,inflow,无锡市服饰品牌客户,货款回款
2024-07-02,2870000,inflow,无锡市电商平台结算,货款回款
2024-07-06,1910000,outflow,无锡市纺织服装原料供应,工资发放
2024-07-08,3040000,inflow,无锡市外贸出口客户,销售回款
2024-07-09,3180000,inflow,无锡市品牌集团采购,订单回款
2024-07-13,3020000,inflow,无锡市品牌集团采购,项目回款
2024-07-17,2680000,outflow,无锡市设备维保,房租水电
2024-07-21,3100000,inflow,无锡市品牌集团采购,项目回款
