date,amount,type,counterparty,note
2024-05-02,3790000,inflow,郑州市医械经销代理,订单回款
2024-05-03,11700000,inflow,郑州市医械经销代理,销售回款
2024-05-06,3580000,inflow,郑州市医疗集团,货款回款
2024-05-07,15900000,inflow,郑州市三甲医院,订单回款
2024-05-08,6800000,outflow,医疗器械协会会费,房租水电
2024-05-09,8200000,outflow,医疗器械协会会费,税费缴纳
2024-05-12,4060000,outflow,郑州市医疗器械原料供应,原料采购付款
2024-05-14,10900,fee,工商登记费,公共事业
2024-05-15,4210000,outflow,郑州市外协加工,税费缴纳
2024-05-16,6100000,outflow,郑州市劳务派遣,房租水电
2024-05-18,16800000,inflow,郑州市医疗集团,项目回款
2024-05-20,15800000,inflow,郑州市医疗集团,结算款
2024-05-24,8200000,outflow,医疗器械协会会费,供应商货款
2024-05-27,7200000,outflow,郑州市包装制品,外协加工
2024-05-31,13500000,inflow,郑州市三甲医院,月末结款
2024-06-01,9400000,outflow,郑州市外协加工,税费缴纳
2024-06-02,14200000,inflow,郑州市三甲医院,工程款回款
2024-06-03,10700000,inflow,郑州市医械经销代理,项目回款
2024-06-05,4910000,outflow,郑州市设备维保,物流运费
2024-06-06,6100000,outflow,郑州市设备维保,供应商货款
2024-06-08,6600,fee,郑州市税务局,税费
2024-06-10,12300000,inflow,郑州市医械经销代理,货款回款
2024-06-12,11200000,inflow,郑州市三甲医院,销售回款
2024-06-14,8400000,outflow,郑州市物流运输有限公司,运营费用
2024-06-17,5400000,outflow,医疗器械协会会费,外协加工
2024-06-18,9900000,outflow,郑州市物流运输有限公司,出口押汇偿还
2024-06-20,8100000,outflow,郑州市劳务派遣,工资发放
2024-06-21,5300000,outflow,郑州市包装制品,运营费用
2024-06-23,5300000,outflow,郑州市包装制品,供应商货款
2024-06-25,14200000,inflow,郑州市三甲医院,合同结款
2024-06-27,14400000,inflow,郑州市零售客户结算,结算款
2024-06-28,14300,fee,银行手续费,税费
2024-06-29,13300000,inflow,郑州市零售客户结算,销售回款
2024-07-01,8000000,inflow,郑州市医械经销代理,结算款
2024-07-02,6600000,outflow,郑州市设备维保,外协加工
2024-07-03,13200000,inflow,郑州市线上订单结算,月末结款
2024-07-04,10100000,outflow,郑州市设备维保,原料采购付款
2024-07-05,14000000,inflow,郑州市医疗集团,销售回款
2024-07-07,11300000,inflow,郑州市医械经销代理,月末结款
2024-07-12,11100000,inflow,郑州市医械经销代理,销售回款
2024-07-13,7100000,outflow,郑州市医疗器械原料供应,原料采购付款
2024-07-14,10400000,outflow,郑州市设备维保,设备采购付款
2024-07-15,7100000,inflow,郑州市三甲医院,货款回款
2024-07-17,8300000,inflow,郑州市医械经销代理,月末结款
2024-07-19,10800000,inflow,郑州市医疗集团,货款回款
2024-07-23,6800000,inflow,郑州市医疗集团,合同结款
2024-07-24,11700000,inflow,郑州市医械经销代理,货款回款
2024-07-27,9800000,outflow,医疗器械协会会费,设备采购付款
2024-07-29,11900000,outflow,郑州市劳务派遣,工资发放
2024-07-30,6800000,outflow,郑州市医疗器械原料供应,物流运费
2024-08-01,10300000,outflow,医疗器械协会会费,工资发放
2024-08-06,8700000,inflow,郑州市三甲医院,月末结款
2024-08-07,9600000,outflow,郑州市物流运输有限公司,房租水电
2024-08-09,8200000,inflow,郑州市医疗集团,合同结款
2024-08-11,1000,fee,郑州市电力公司,税费
2024-08-14,5600000,outflow,郑州市外协加工,供应商货款
2024-08-15,10600000,inflow,郑州市医械经销代理,合同结款
2024-08-17,6400000,inflow,郑州市医械经销代理,货款回款
2024-08-18,8500000,inflow,郑州市医疗集团,货款回款
2024-08-19,5900000,inflow,郑州市医械经销代理,项目回款
2024-08-20,12700000,outflow,郑州市医疗器械原料供应,设备采购付款
2024-08-23,6800000,inflow,郑州市医械经销代理,月末结款
2024-08-24,6300000,outflow,郑州市医疗器械原料供应,工资发放
2024-08-26,6300000,inflow,郑州市医疗集团,货款回款
2024-08-30,8500000,inflow,郑州市三甲医院,销售回款
2024-09-01,8300000,inflow,郑州市三甲医院,合同结款
2024-09-02,15200000,inflow,郑州市三甲医院,月末结款
2024-09-03,7300,fee,郑州市税务局,工本费
2024-09-04,11200000,outflow,郑州市物流运输有限公司,物流运费
2024-09-05,5600000,outflow,郑州市外协加工,原料采购付款
2024-09-06,7300000,inflow,郑州市三甲医院,结算款
2024-09-09,19800000,inflow,郑州市线上订单结算,结算款
2024-09-10,8500000,inflow,郑州市三甲医院,月末结款
2024-09-11,9200000,outflow,郑州市设备维保,供应商货款
2024-09-12,8000000,inflow,郑州市医疗集团,合同结款
2024-09-15,7800000,outflow,郑州市物流运输有限公司,出口押汇偿还
2024-09-18,11000000,outflow,郑州市设备维保,出口押汇偿还
2024-09-19,8500000,inflow,郑州市医疗集团,项目回款
2024-09-20,9300000,outflow,郑州市包装制品,房租水电
2024-09-21,7900000,inflow,郑州市医疗集团,工程款回款
2024-09-23,8200000,inflow,郑州市医械经销代理,月末结款
2024-09-24,10200000,outflow,医疗器械协会会费,运营费用
2024-09-25,10500000,outflow,郑州市医疗器械原料供应,物流运费
2024-09-26,4930000,inflow,郑州市三甲医院,工程款回款
2024-09-28,6400000,inflow,郑州市医械经销代理,工程款回款
2024-10-01,12800000,outflow,郑州市外协加工,物流运费
2024-10-02,9000000,inflow,郑州市医械经销代理,工程款回款
2024-10-03,8000000,inflow,郑州市三甲医院,货款回款
2024-10-05,8200000,outflow,郑州市设备维保,原料采购付款
2024-10-09,11900000,outflow,郑州市物流运输有限公司,原料采购付款
2024-10-10,7700000,inflow,郑州市三甲医院,结算款
2024-10-11,6900000,inflow,郑州市医疗集团,工程款回款
2024-10-13,7700000,inflow,郑州市三甲医院,货款回款
2024-10-14,9300000,inflow,郑州市三甲医院,工程款回款
2024-10-15,6300000,inflow,郑州市医械经销代理,货款回款
2024-10-17,3800,fee,郑州市税务局,手续费
2024-10-21,8100000,inflow,郑州市三甲医院,工程款回款
2024-10-22,7700000,inflow,郑州市医械经销代理,销售回款
2024-10-23,9600000,inflow,郑州市医疗集团,月末结款
2024-10-24,9600000,outflow,郑州市劳务派遣,运营费用
2024-10-25,5900000,inflow,郑州市医械经销代理,货款回款
2024-10-29,9700000,inflow,郑州市三甲医院,货款回款
2024-10-30,16300000,outflow,郑州市外协加工,税费缴纳
2024-11-01,14200000,inflow,郑州市医疗集团,结算款
2024-11-06,14500000,inflow,郑州市三甲医院,订单回款
2024-11-10,15900000,inflow,郑州市医械经销代理,销售回款
2024-11-11,20900000,outflow,医疗器械协会会费,供应商货款
2024-11-12,20200000,outflow,医疗器械协会会费,物流运费
2024-11-14,11400000,inflow,郑州市三甲医院,工程款回款
2024-11-15,12600000,inflow,郑州市医械经销代理,订单回款
2024-11-16,17400000,outflow,郑州市设备维保,运营费用
2024-11-18,4500,fee,郑州市自来水公司,工本费
2024-11-20,16000000,outflow,郑州市物流运输有限公司,出口押汇偿还
2024-11-21,6700000,inflow,郑州市零售客户结算,月末结款
2024-11-23,22400000,outflow,郑州市设备维保,设备采购付款
2024-11-24,9500000,inflow,郑州市医械经销代理,月末结款
2024-11-26,17700000,inflow,郑州市医械经销代理,项目回款
2024-12-01,13900000,inflow,郑州市医械经销代理,结算款
2024-12-02,13600000,inflow,郑州市三甲医院,项目回款
2024-12-03,9300000,outflow,郑州市劳务派遣,税费缴纳
2024-12-07,16000000,inflow,郑州市医疗集团,货款回款
2024-12-08,13600000,inflow,郑州市医疗集团,货款回款
2024-12-09,10500000,outflow,郑州市劳务派遣,运营费用
2024-12-10,8200000,inflow,郑州市医械经销代理,月末结款
2024-12-11,14100000,inflow,郑州市医械经销代理,订单回款
2024-12-12,9100000,inflow,郑州市医疗集团,合同结款
2024-12-13,12100000,inflow,郑州市医疗集团,合同结款
2024-12-14,10500000,outflow,医疗器械协会会费,原料采购付款
2024-12-15,12900000,outflow,郑州市劳务派遣,房租水电
2024-12-17,4300,fee,工商登记费,工本费
2024-12-20,13700000,inflow,郑州市三甲医院,订单回款
2024-12-23,9300000,outflow,郑州市劳务派遣,原料采购付款
2024-12-25,7000000,outflow,医疗器械协会会费,物流运费
2024-12-26,8300000,inflow,郑州市医械经销代理,项目回款
2024-12-27,8100000,outflow,郑州市包装制品,原料采购付款
2024-12-28,9300000,outflow,郑州市外协加工,供应商货款
2024-12-29,7600000,outflow,郑州市物流运输有限公司,房租水电
2024-12-30,9000000,inflow,郑州市线上订单结算,订单回款
2025-01-01,3720000,inflow,郑州市三甲医院,项目回款
2025-01-04,7700000,inflow,郑州市小额客户回款,项目回款
2025-01-07,4880000,inflow,郑州市三甲医院,销售回款
2025-01-08,4770000,inflow,郑州市医疗集团,订单回款
2025-01-09,4420000,inflow,郑州市医疗集团,货款回款
2025-01-10,3450000,inflow,郑州市医疗集团,月末结款
2025-01-12,6000000,outflow,郑州市劳务派遣,原料采购付款
2025-01-15,4120000,inflow,郑州市三甲医院,月末结款
2025-01-16,5100000,inflow,郑州市医疗集团,工程款回款
2025-01-18,6800,fee,郑州市物业服务,公共事业
2025-01-19,13000000,outflow,郑州市外协加工,供应商货款
2025-01-20,3100000,inflow,郑州市三甲医院,月末结款
2025-01-21,4890000,inflow,郑州市医械经销代理,订单回款
2025-01-22,11500000,inflow,郑州市零售客户结算,月末结款
2025-01-26,10100000,outflow,郑州市医疗器械原料供应,工资发放
2025-01-28,12600000,outflow,郑州市设备维保,外协加工
2025-01-29,5400000,outflow,郑州市物流运输有限公司,工资发放
2025-01-31,4310000,inflow,郑州市三甲医院,合同结款
2025-02-02,12200,fee,郑州市自来水公司,公共事业
2025-02-04,10200000,outflow,郑州市设备维保,出口押汇偿还
2025-02-05,7000000,inflow,郑州市医疗集团,合同结款
2025-02-10,4160000,outflow,郑州市劳务派遣,运营费用
2025-02-13,6300000,inflow,郑州市医械经销代理,工程款回款
2025-02-15,5100000,outflow,郑州市物流运输有限公司,运营费用
2025-02-16,4910000,outflow,郑州市包装制品,供应商货款
2025-02-17,4620000,inflow,郑州市医械经销代理,月末结款
2025-02-19,4960000,inflow,郑州市医械经销代理,结算款
2025-02-20,6900000,inflow,郑州市三甲医院,结算款
2025-02-23,25800000,inflow,郑州市医械经销代理,订单回款
2025-02-25,5400000,inflow,郑州市医械经销代理,货款回款
2025-02-27,4590000,inflow,郑州市医械经销代理,结算款
2025-02-28,11100000,outflow,郑州市物流运输有限公司,供应商货款
2025-03-02,8600000,outflow,郑州市设备维保,供应商货款
2025-03-04,12200000,outflow,郑州市包装制品,供应商货款
2025-03-05,10400000,inflow,郑州市医疗集团,月末结款
2025-03-06,12000000,outflow,郑州市包装制品,房租水电
2025-03-08,10300000,inflow,郑州市医疗集团,货款回款
2025-03-09,7500000,inflow,郑州市零售客户结算,订单回款
2025-03-10,13500000,inflow,郑州市三甲医院,订单回款
2025-03-11,14600000,inflow,郑州市医疗集团,项目回款
2025-03-12,13800000,inflow,郑州市医械经销代理,工程款回款
2025-03-14,14600000,inflow,郑州市医疗集团,合同结款
2025-03-19,8500000,outflow,郑州市包装制品,房租水电
2025-03-20,8000000,inflow,郑州市小额客户回款,合同结款
2025-03-25,9900000,outflow,郑州市劳务派遣,外协加工
2025-03-27,9500000,outflow,郑州市包装制品,物流运费
2025-03-28,9900000,outflow,郑州市医疗器械原料供应,外协加工
2025-04-02,9400000,inflow,郑州市三甲医院,货款回款
2025-04-04,7500000,inflow,郑州市医疗集团,月末结款
2025-04-07,8900000,outflow,郑州市物流运输有限公司,原料采购付款
2025-04-08,22600000,inflow,郑州市线上订单结算,货款回款
2025-04-09,7900000,inflow,郑州市三甲医院,项目回款
2025-04-11,1400,fee,工商登记费,税费
2025-04-12,10500000,inflow,郑州市三甲医院,工程款回款
2025-04-13,8300000,outflow,郑州市物流运输有限公司,物流运费
2025-04-14,7000000,outflow,医疗器械协会会费,运营费用
2025-04-17,6300,fee,郑州市税务局,税费
2025-04-19,10100000,inflow,郑州市医械经销代理,销售回款
2025-04-20,9000000,outflow,郑州市劳务派遣,工资发放
2025-04-21,3390000,outflow,郑州市设备维保,工资发放
2025-04-22,10200000,inflow,郑州市医疗集团,货款回款
2025-04-23,8200000,outflow,郑州市劳务派遣,工资发放
2025-04-24,4890000,outflow,郑州市医疗器械原料供应,房租水电
2025-04-26,8600000,inflow,郑州市医疗集团,项目回款
2025-04-27,3620000,outflow,郑州市外协加工,原料采购付款
2025-04-28,7500000,outflow,郑州市包装制品,外协加工
2025-04-30,8600000,inflow,郑州市医械经销代理,合同结款
2025-05-01,5700000,inflow,郑州市三甲医院,项目回款
2025-05-02,7500000,inflow,郑州市三甲医院,货款回款
2025-05-03,3190000,outflow,郑州市包装制品,出口押汇偿还
2025-05-04,6600000,inflow,郑州市医械经销代理,销售回款
2025-05-06,6000000,inflow,郑州市医械经销代理,销售回款
2025-05-07,6000000,inflow,郑州市医械经销代理,项目回款
2025-05-08,4460000,outflow,郑州市设备维保,房租水电
2025-05-09,13700000,inflow,郑州市零售客户结算,货款回款
2025-05-11,2940000,outflow,郑州市物流运输有限公司,运营费用
2025-05-14,4620000,inflow,郑州市医疗集团,项目回款
2025-05-17,3500000,outflow,郑州市医疗器械原料供应,出口押汇偿还
2025-05-18,7500000,outflow,郑州市包装制品,供应商货款
2025-05-19,5100000,outflow,郑州市设备维保,设备采购付款
2025-05-21,4960000,inflow,郑州市医械经销代理,月末结款
2025-05-22,4340000,inflow,郑州市医疗集团,合同结款
2025-05-23,3740000,outflow,郑州市设备维保,物流运费
2025-05-26,6200000,inflow,郑州市医械经销代理,月末结款
2025-05-28,4050000,outflow,郑州市设备维保,设备采购付款
2025-05-29,5000000,inflow,郑州市医械经销代理,工程款回款
2025-05-30,3390000,outflow,郑州市包装制品,原料采购付款
2025-05-31,6600000,inflow,郑州市医械经销代理,项目回款
2025-06-04,13300000,inflow,郑州市医械经销代理,月末结款
2025-06-08,10100000,outflow,郑州市医疗器械原料供应,原料采购付款
2025-06-09,16600000,inflow,郑州市医械经销代理,结算款
2025-06-10,6000000,outflow,郑州市外协加工,税费缴纳
2025-06-11,13200000,outflow,医疗器械协会会费,设备采购付款
2025-06-12,18800000,inflow,郑州市医械经销代理,结算款
2025-06-17,10100000,outflow,郑州市外协加工,原料采购付款
2025-06-20,9900000,outflow,郑州市外协加工,外协加工
2025-06-21,15100000,inflow,郑州市医械经销代理,工程款回款
2025-06-22,7900000,outflow,郑州市外协加工,税费缴纳
2025-06-25,10300000,inflow,郑州市零售客户结算,订单回款
2025-06-26,13600000,inflow,郑州市医疗集团,工程款回款
2025-06-27,17600000,inflow,郑州市医疗集团,结算款
2025-06-30,5900000,outflow,郑州市物流运输有限公司,设备采购付款
2025-07-01,6700000,outflow,郑州市劳务派遣,工资发放
2025-07-02,5800000,inflow,郑州市医械经销代理,项目回款
2025-07-03,6000000,outflow,郑州市劳务派遣,外协加工
2025-07-07,5500000,inflow,郑州市三甲医院,货款回款
2025-07-08,11600000,outflow,郑州市劳务派遣,房租水电
